policyNo,certNo,customerId
GT11,00834295,3833097
GT11,00834494,5258845
GT11,00834964,1191439
GT11,00835203,4239210
GT11,00835383,647689
GT11,00835455,419623
GT11,00835539,4132658
GT11,00836326,4826948
GT11,00836377,1427347
GT11,00836387,9805362
GT11,00836512,4267153
GT11,00836605,10252772
GT11,00836615,886460
GT11,00836616,5348443
GT11,00837044,214026
GT11,00837731,1803531
GT11,00837831,196530
GT11,00837894,412643
GT11,00838161,1328974
GT11,00838435,1515610
GT11,00838448,630647
GT11,00838666,2835876
GT11,00839080,3280538
GT11,00839215,9226861
GT11,00839448,3850982
GT11,00839477,3379877
GT11,00839690,2665450
GT11,00839754,3635142
GT11,00839802,8806576
GT11,00839814,2362662
GT11,00840244,2879672
GT11,00840321,3368603
GT11,00840430,10001323
GT11,00841034,4443365
GT11,00841044,8300659
GT11,00841184,6231853
GT11,00841244,5816404
GT11,00841600,8712739
GT11,00841661,6163303
GT11,00841890,1629371
GT11,00841958,8152756
GT11,00842143,228964
GT11,00842443,8491238
GT11,00842655,317479
GT11,00842979,9029863
GT11,00843045,5546330
GT11,00843404,7861380
GT11,00843513,1476342
GT11,00843887,1202884
GT11,00844101,9707324
GT11,00844210,419723
GT11,00844220,1374778
GT11,00844277,2625421
GT11,00845180,9480324
GT11,00845258,243811
GT11,00845272,2001932
GT11,00845352,3293738
GT11,00845359,10319116
GT11,00845575,8216284
GT11,00845593,1888888
GT11,00845811,5559888
GT11,00846004,2006881
GT11,00846184,1932054
GT11,00846210,7861582
GT11,00846270,2246682
GT11,00846523,1322244
GT11,00846587,5281914
GT11,00846716,9878769
GT11,00846840,306858
GT11,00847087,8018926
GT11,00847198,172779
GT11,00847390,2897251
GT11,00847543,2801815
GT11,00847576,10256514
GT11,00847654,3904624
GT11,00847672,3214379
GT11,00847681,2915155
GT11,00847824,1716806
GT11,00848268,7893980
GT11,00848611,3245101
GT11,00848747,3315790
GT11,00848912,4873891
GT11,00849082,4047033
GT11,00849188,1978577
GT11,00849476,373292
GT11,00849572,4393341
GT11,00849584,550774
GT11,00849643,2626171
GT11,00849708,3538010
GT11,00849721,2825739
GT11,00849723,8638042
GT11,00849772,4825833
GT11,00849794,7748306
GT11,00849825,3044845
GT11,00849835,8042781
GT11,00849935,8208079
GT11,00850222,2819260
GT11,00850225,519961
GT11,00850362,3836328
GT11,00850464,2781112
GT11,00850548,2077604
GT11,00850574,3857834
GT11,00850736,9669249
GT11,00850803,3125160
GT11,00851338,8962888
GT11,00851383,10439962
GT11,00851396,9673156
GT11,00851451,9405210
GT11,00851456,336541
GT11,00851612,2128974
GT11,00851642,1410786
GT11,00851920,84398
GT11,00851986,10231709
GT11,00852019,5047924
GT11,00852058,6716740
GT11,00852060,3014702
GT11,00852064,7060726
GT11,00852108,4757673
GT11,00852411,4462070
GT11,00852430,6210683
GT11,00852478,2894526
GT11,00852551,3574025
GT11,00852632,3691135
GT11,00852708,7473215
GT11,00852716,4595507
GT11,00853217,5627524
GT11,00853399,3542183
GT11,00853474,1742330
GT11,00853778,4456084
GT11,00853930,3400169
GT11,00854519,6667336
GT11,00854945,9311592
GT11,00855201,4379137
GT11,00855310,171970
GT11,00855395,3917267
GT11,00855521,3622254
GT11,00855818,9286038
GT11,00856126,2747771
GT11,00856364,183778
GT11,00856364,183778
GT11,00856364,183778
GT11,00856563,404775
GT11,00856586,9326646
GT11,00856799,3805935
GT11,00856861,9293563
GT11,00857021,8985094
GT11,00857110,2325418
GT11,00857324,3320801
GT11,00857409,8298955
GT11,00857634,10051784
GT11,00857671,3270023
GT11,00857765,4216456
GT11,00857821,10441853
GT11,00857958,1288420
GT11,00858324,5480802
GT11,00858326,9524831
GT11,00858395,5459442
GT11,00858398,1824213
GT11,00858508,1064016
GT11,00858543,10035894
GT11,00858591,9288337
GT11,00858878,8497135
GT11,00858993,3048810
GT11,00859100,8480182
GT11,00859119,182782
GT11,00859157,7874940
GT11,00859372,10241630
GT11,00859490,3515693
GT11,00859532,1771939
GT11,00859708,3900030
GT11,00859729,2073995
GT11,00859753,6306645
GT11,00860232,886472
GT11,00860251,3200605
GT11,00860298,7886477
GT11,00860501,5915721
GT11,00860924,2839997
GT11,00860971,3048585
GT11,00861301,1084681
GT11,00861306,3369309
GT11,00861408,899979
GT11,00861693,9598764
GT11,00861729,9607231
GT11,00861776,1143032
GT11,00862285,3736426
GT11,00862468,4100736
GT11,00862502,7162479
GT11,00862623,3579486
GT11,00863196,4099673
GT11,00863257,8441658
GT11,00863296,3797300
GT11,00863504,9099910
GT11,00863504,9099910
GT11,00863504,9099910
GT11,00863504,9099910
GT11,00863504,9099910
GT11,00863575,26481
GT11,00863827,9436097
GT11,00864173,7027018
GT11,00864197,4642274
GT11,00864324,737972
GT11,00864385,1771589
GT11,00864455,7518596
GT11,00864611,2086253
GT11,00864651,9390266
GT11,00864670,2695519
GT11,00864741,3546620
GT11,00865047,7953976
GT11,00865080,10414737
GT11,00865150,3354247
GT11,00865271,9877223
GT11,00865380,5978727
GT11,00865403,2592113
GT11,00865558,1591939
GT11,00865602,1364051
GT11,00865609,32342
GT11,00865709,1200269
GT11,00865781,8027601
GT11,00865794,3509773
GT11,00865822,1721435
GT11,00865840,8884291
GT11,00866013,3092237
GT11,00866129,7174425
GT11,00866226,9789385
GT11,00866382,3056429
GT11,00866426,3470317
GT11,00866470,2114197
GT11,00866570,2082908
GT11,00866590,3026625
GT11,00866848,2157554
GT11,00867078,1661989
GT11,00867343,987896
GT11,00867356,3490008
GT11,00867492,3724736
GT11,00867530,8968856
GT11,00867558,3228759
GT11,00867630,4751412
GT11,00867658,939547
GT11,00867871,8498400
GT11,00867947,3461666
GT11,00868088,8264588
GT11,00868092,5469183
GT11,00868096,393646
GT11,00868523,9492533
GT11,00868559,1992855
GT11,00868757,3252998
GT11,00868910,3091230
GT11,00869011,9566240
GT11,00869021,9395413
GT11,00869026,6728668
GT11,00869088,8315665
GT11,00869351,4270003
GT11,00869415,3918655
GT11,00869527,8326091
GT11,00869532,2516715
GT11,00869758,9234442
GT11,00870090,235026
GT11,00870396,3112227
GT11,00870411,3211759
GT11,00870785,3959180
GT11,00870989,3291263
GT11,00871078,4649107
GT11,00871496,4803352
GT11,00871747,5136753
GT11,00871781,1271654
GT11,00871784,3432331
GT11,00871833,5292501
GT11,00871946,6558146
GT11,00872811,7806031
GT11,00872933,6724612
GT11,00872985,681135
GT11,00873076,3663380
GT11,00873126,4805544
GT11,00874029,440899
GT11,00874047,8811746
GT11,00874093,1083262
GT11,00874184,8480836
GT11,00874420,3082249
GT11,00874557,9985596
GT11,00874575,3113176
GT11,00874678,9361199
GT11,00874782,628726
GT11,00875003,9576505
GT11,00875024,9534990
GT11,00875152,4927835
GT11,00875309,3263274
GT11,00875410,9223019
GT11,00875591,3548120
GT11,00875720,2058370
GT11,00875741,3760479
GT11,00875881,10449452
GT11,00876018,3230749
GT11,00876167,6167404
GT11,00876211,1565464
GT11,00876384,2540652
GT11,00876420,71863
GT11,00876606,2412913
GT11,00876711,4454983
GT11,00877036,2108870
GT11,00877144,8996804
GT11,00877477,3306296
GT11,00877642,9685250
GT11,00877889,8763544
GT11,00877973,9213066
GT11,00878288,852420
GT11,00878348,4424207
GT11,00879328,4712369
GT11,00879457,271738
GT11,00879564,1383014
GT11,00879629,206260
GT11,00880038,9420112
GT11,00880268,9370062
GT11,00881068,3836308
GT11,00881273,8121633
GT11,00881300,10420029
GT11,00881397,6927160
GT11,00881442,7481806
GT11,00881474,890319
GT11,00881509,9185816
GT11,00881931,3580511
GT11,00882555,505290
GT11,00882556,393617
GT11,00882739,3583939
GT11,00882766,5804438
GT11,00882768,9961287
GT11,00883537,117004
GT11,00883580,3731994
GT11,00884048,4061323
GT11,00884409,3977592
GT11,00884509,2342907
GT11,00884642,167561
GT11,00884786,3429966
GT11,00884849,8380456
GT11,00885044,1957053
GT11,00885537,2081183
GT11,00885769,6215329
GT11,00886007,209078
GT11,00886189,10043525
GT11,00886290,4624937
GT11,00886511,3460149
GT11,00886789,2411968
GT11,00886967,2841382
GT11,00887031,9660761
GT11,00887061,415562
GT11,00887271,7466387
GT11,00887533,3570643
GT11,00887592,7947486
GT11,00887691,9495327
GT11,00887767,8590822
GT11,00887813,176416
GT11,00888371,3639267
GT11,00888394,3422821
GT11,00888769,9002153
GT11,00888770,9807392
GT11,00888826,5710055
GT11,00888923,782954
GT11,00889109,10050263
GT11,00889164,428713
GT11,00889425,6513500
GT11,00889715,261398
GT11,00890096,6517595
GT11,00890110,1006752
GT11,00890267,3487036
GT11,00891027,4615196
GT11,00891098,233767
GT11,00891236,3616470
GT11,00891442,3558844
GT11,00891458,26506
GT11,00892034,7499838
GT11,00892280,498649
GT11,00892486,2327305
GT11,00892575,2694530
GT11,00892661,681511
GT11,00892697,9344153
GT11,00892716,6695308
GT11,00892889,3685554
GT11,00892895,4948384
GT11,00892990,5437984
GT11,00893117,3790580
GT11,00893363,8432630
GT11,00893543,4495045
GT11,00893784,9885193
GT11,00893896,3160005
GT11,00893965,9882794
GT11,00894038,680931
GT11,00894073,3908977
GT11,00894532,2464973
GT11,00894532,2464973
GT11,00894532,2464973
GT11,00895018,7712755
GT11,00895262,9504436
GT11,00895756,8976413
GT11,00897162,3132441
GT11,00897812,3391550
GT11,00897812,3391550
GT11,00898053,3676122
GT11,00898087,8252978
GT11,00898088,1823393
GT11,00898304,9486562
GT11,00898389,1288667
GT11,00898548,3859549
GT11,00898714,9889960
GT11,00899126,2662780
GT11,00899287,3691416
GT11,00899805,7207208
GT11,00899823,4251041
GT11,00900392,1998486
GT11,00900460,3797838
GT11,00900495,1558019
GT11,00900521,887282
GT11,00900523,9655051
GT11,00900621,2952245
GT11,00901075,5891015
GT11,00901153,123310
GT11,00901631,3399260
GT11,00901702,3497225
GT11,00901707,10076330
GT11,00901894,9481681
GT11,00902340,941941
GT11,00902448,5974379
GT11,00902771,2748899
GT11,00902983,3233628
GT11,00903525,6603974
GT11,00903720,8117035
GT11,00904010,3990418
GT11,00904088,773942
GT11,00904145,9395747
GT11,00904796,3560682
GT11,00904805,9550269
GT11,00905014,3019671
GT11,00905032,6017738
GT11,00905034,1515937
GT11,00905096,1249257
GT11,00905159,117875
GT11,00905188,7143407
GT11,00905223,3977181
GT11,00905546,6187446
GT11,00905592,5746340
GT11,00905947,251282
GT11,00905975,7694988
GT11,00906109,428422
GT11,00906157,3408365
GT11,00906603,5849179
GT11,00907339,7732897
GT11,00907418,2375569
GT11,00907428,228578
GT11,00907618,9314948
GT11,00907814,2994396
GT11,00908099,176381
GT11,00908113,714095
GT11,00908120,3223204
GT11,00908165,2992346
GT11,00908189,1484993
GT11,00908285,8788431
GT11,00908335,9952883
GT11,00908556,6556910
GT11,00908596,422438
GT11,00908723,3252579
GT11,00908930,1775004
GT11,00909140,1141986
GT11,00909524,8077390
GT11,00910403,9009087
GT11,00910419,6673287
GT11,00910790,8709824
GT11,00911085,4133057
GT11,00911856,3951641
GT11,00911994,2895998
GT11,00912044,232354
GT11,00912102,1589151
GT11,00912390,8404596
GT11,00912721,10351477
GT11,00912765,2989704
GT11,00912919,3350050
GT11,00913071,8709854
GT11,00913154,4202783
GT11,00913267,5662668
GT11,00913448,4899697
GT11,00913550,3351594
GT11,00913564,3390212
GT11,00913625,1662794
GT11,00913734,2111112
GT11,00914345,3836213
GT11,00914537,3547591
GT11,00914568,2957828
GT11,00914734,2805108
GT11,00914892,4840463
GT11,00914922,5614268
GT11,00915172,2796071
GT11,00915238,418053
GT11,00915267,5501244
GT11,00915305,374038
GT11,00915418,1326390
GT11,00915944,3209643
GT11,00916042,9707731
GT11,00916062,9345997
GT11,00916104,3029292
GT11,00916213,727061
GT11,00916344,9235465
GT11,00916374,3466655
GT11,00916389,9669354
GT11,00916519,1006314
GT11,00917209,5619255
GT11,00917278,328627
GT11,00917357,9504318
GT11,00917810,82398
GT11,00918412,5899455
GT11,00918529,1009992
GT11,00919178,1228083
GT11,00919410,7299217
GT11,00919519,1613726
GT11,00919644,1398972
GT11,00919652,419279
GT11,00919794,9751494
GT11,00919878,4421086
GT11,00919931,3473393
GT11,00920098,3034408
GT11,00920973,9568838
GT11,00920998,8607879
GT11,00921111,3462050
GT11,00921248,8399904
GT11,00921320,8734292
GT11,00921368,54758
GT11,00921391,3046261
GT11,00921443,498310
GT11,00921463,3864028
GT11,00921525,8097048
GT11,00921565,9919620
GT11,00921792,4965902
GT11,00921863,9258959
GT11,00921870,3912292
GT11,00921891,1848623
GT11,00921892,3048817
GT11,00922475,2461233
GT11,00922796,4145660
GT11,00922842,5963884
GT11,00923074,4186511
GT11,00923197,549089
GT11,00923213,9092148
GT11,00923354,775872
GT11,00923948,423326
GT11,00924264,8242633
GT11,00924442,202755
GT11,00924661,411111
GT11,00924836,3647777
GT11,00924972,3034872
GT11,00925005,173927
GT11,00925211,2183556
GT11,00925330,9348908
GT11,00925427,961106
GT11,00925453,2390846
GT11,00925460,10380703
GT11,00925688,10356872
GT11,00925878,5014375
GT11,00925894,3265311
GT11,00926038,1062124
GT11,00926239,3772703
GT11,00926329,3501050
GT11,00926337,652207
GT11,00926429,4220002
GT11,00926429,4220002
GT11,00926478,4458741
GT11,00926505,4031169
GT11,00927177,428846
GT11,00927978,6030790
GT11,00928015,3446563
GT11,00928271,3452985
GT11,00928311,2824001
GT11,00928766,331875
GT11,00929065,3045386
GT11,00929085,3995659
GT11,00929280,3338916
GT11,00929316,1405464
GT11,00929464,2083480
GT11,00930198,3760310
GT11,00930610,2709010
GT11,00930935,9947758
GT11,00931032,8919563
GT11,00931174,6687610
GT11,00931175,182622
GT11,00931210,819371
GT11,00931246,1532017
GT11,00931579,8024465
GT11,00931792,3698253
GT11,00931851,1036053
GT11,00932332,2890467
GT11,00932760,4657478
GT11,00933116,2650463
GT11,00933199,2005171
GT11,00933218,7956681
GT11,00933327,1561248
GT11,00933390,4415717
GT11,00933430,4379731
GT11,00933458,2109176
GT11,00933484,1116980
GT11,00933642,1990871
GT11,00933750,227365
GT11,00934024,10047855
GT11,00934162,5051149
GT11,00934433,4156518
GT11,00934749,9716884
GT11,00935187,931100
GT11,00935427,47618
GT11,00935715,9833854
GT11,00935783,584915
GT11,00935952,3658802
GT11,00936099,9866287
GT11,00936159,10239963
GT11,00936179,3301474
GT11,00936618,3414494
GT11,00936667,7482134
GT11,00936909,377008
GT11,00936935,4037778
GT11,00937009,2907149
GT11,00937639,774775
GT11,00938198,3310054
GT11,00938394,4879569
GT11,00938404,3261047
GT11,00938427,2000247
GT11,00938848,2872840
GT11,00938859,744708
GT11,00938867,9473343
GT11,00938922,4810233
GT11,00939244,2081779
GT11,00939705,719557
GT11,00939742,4769664
GT11,00939759,2447315
GT11,00939787,3376362
GT11,00939853,2784307
GT11,00940031,2559567
GT11,00940454,9224228
GT11,00940579,10232326
GT11,00940589,3337109
GT11,00940611,3371520
GT11,00940677,749609
GT11,00940742,3792642
GT11,00940743,4497952
GT11,00940834,7388750
GT11,00940877,223642
GT11,00941148,9574832
GT11,00941315,3424344
GT11,00941475,6253700
GT11,00941565,2805254
GT11,00941652,3538507
GT11,00941989,3772186
GT11,00942093,3549706
GT11,00942266,10325691
GT11,00942458,2606830
GT11,00942460,1395107
GT11,00942689,3578728
GT11,00942717,6049037
GT11,00942728,5907541
GT11,00942957,2745592
GT11,00942990,4466250
GT11,00943020,9803336
GT11,00943101,2065434
GT11,00943307,6204809
GT11,00943371,9158169
GT11,00943743,3890196
GT11,00943927,2838304
GT11,00945010,6772857
GT11,00945058,10055956
GT11,00945066,3463681
GT11,00945587,7552337
GT11,00945602,9354700
GT11,00945706,3949504
GT11,00945944,4308781
GT11,00946489,8844600
GT11,00946905,73743
GT11,00946955,4084729
GT11,00947024,3214470
GT11,00947272,9615058
GT11,00947428,3075600
GT11,00947447,3562443
GT11,00947613,749947
GT11,00947852,3840335
GT11,00948348,3593648
GT11,00948505,9820796
GT11,00948506,810670
GT11,00948516,2884017
GT11,00948546,2534627
GT11,00948994,3951345
GT11,00949225,1625025
GT11,00949288,5826920
GT11,00949360,10068093
GT11,00949530,28718
GT11,00949645,3662968
GT11,00949884,2498796
GT11,00950104,1004360
GT11,00950118,283316
GT11,00950131,4357992
GT11,00950468,1485322
GT11,00951014,7925720
GT11,00951070,10296525
GT11,00951179,433341
GT11,00951457,10083194
GT11,00951582,1737946
GT11,00951744,987413
GT11,00951793,2444445
GT11,00951896,8182584
GT11,00952005,10447110
GT11,00952052,2865669
GT11,00952158,319071
GT11,00952232,109176
GT11,00952486,3210640
GT11,00952719,4308793
GT11,00953042,6981196
GT11,00953394,3800237
GT11,00953475,3514186
GT11,00953619,393758
GT11,00953740,8970727
GT11,00953768,2538644
GT11,00953872,2759986
GT11,00954011,7783687
GT11,00954275,6624190
GT11,00954365,1151400
GT11,00954396,2403250
GT11,00954408,8870894
GT11,00954424,8890410
GT11,00954427,4389878
GT11,00954631,656973
GT11,00954818,2572971
GT11,00954953,3740451
GT11,00955019,178010
GT11,00955763,9554087
GT11,00955778,9755774
GT11,00955821,5066693
GT11,00955912,7431827
GT11,00955926,9669277
GT11,00956014,1822603
GT11,00956214,7653282
GT11,00956239,3767811
GT11,00956272,293792
GT11,00956913,2465680
GT11,00956964,5153619
GT11,00957042,871322
GT11,00957065,2353864
GT11,00957074,3265320
GT11,00957115,9870384
GT11,00957284,127491
GT11,00957371,220290
GT11,00957387,3858103
GT11,00957630,10463114
GT11,00957789,9442142
GT11,00957965,8262269
GT11,00957982,1483467
GT11,00958067,502156
GT11,00958370,4175725
GT11,00958507,4661337
GT11,00958832,4238489
GT11,00958913,7245031
GT11,00959386,1228380
GT11,00959578,138277
GT11,00959732,4349482
GT11,00959910,2817531
GT11,00959924,1032703
GT11,00960023,205811
GT11,00960055,1374659
GT11,00960074,2889202
GT11,00960291,1062832
GT11,00960382,3440219
GT11,00960520,718950
GT11,00960768,2130801
GT11,00961017,2742720
GT11,00961039,4881481
GT11,00961122,2924625
GT11,00961475,3193313
GT11,00961564,9006363
GT11,00961583,3233600
GT11,00962175,7181076
GT11,00962242,4103321
GT11,00962284,2330907
GT11,00962325,2080047
GT11,00962444,6646049
GT11,00962464,2516380
GT11,00962583,9283714
GT11,00962761,899037
GT11,00962918,9513039
GT11,00963305,8950756
GT11,00964226,316594
GT11,00964252,6906574
GT11,00964383,2015179
GT11,00965320,9893799
GT11,00965615,1532980
GT11,00965711,2157694
GT11,00965965,9921016
GT11,00966330,2199281
GT11,00966575,6271086
GT11,00966588,436927
GT11,00966623,3174284
GT11,00966874,1717886
GT11,00966975,8797375
GT11,00967557,776995
GT11,00967599,818984
GT11,00967840,577158
GT11,00968155,4027638
GT11,00968507,2048678
GT11,00968517,2196641
GT11,00968620,9739358
GT11,00968719,4476740
GT11,00968871,6842178
GT11,00969080,2765752
GT11,00969103,505470
GT11,00969219,3370800
GT11,00969849,2587874
GT11,00969900,9564265
GT11,00969923,3853160
GT11,00970017,10319129
GT11,00970026,7717568
GT11,00970189,3211390
GT11,00970468,8711364
GT11,00970528,7977619
GT11,00970733,4617696
GT11,00970747,3247271
GT11,00971129,4600591
GT11,00971276,2986622
GT11,00971278,5431637
GT11,00971329,2916498
GT11,00971492,113251
GT11,00971625,890964
GT11,00971639,421356
GT11,00971710,7419070
GT11,00971866,6511871
GT11,00971917,5862249
GT11,00971969,3391605
GT11,00972237,4367232
GT11,00972271,908685
GT11,00972857,7698143
GT11,00973224,2610360
GT11,00973608,1845977
GT11,00973819,716031
GT11,00974148,1607439
GT11,00974526,2207548
GT11,00974529,3225896
GT11,00974576,4101471
GT11,00974613,3094087
GT11,00974624,2617854
GT11,00974654,7025324
GT11,00974736,4348338
GT11,00974785,1108601
GT11,00975037,8626037
GT11,00975089,1316018
GT11,00975269,8254550
GT11,00975536,2331069
GT11,00975539,6606635
GT11,00975705,86192
GT11,00975787,2654647
GT11,00975929,3655347
GT11,00976096,5263571
GT11,00976290,2244881
GT11,00977210,1483454
GT11,00977229,2763300
GT11,00977348,10422945
GT11,00977411,547951
GT11,00977511,9030604
GT11,00977664,9351796
GT11,00977791,1768953
GT11,00977844,1955932
GT11,00977942,989614
GT11,00977981,3346306
GT11,00978228,3241725
GT11,00978269,3237631
GT11,00978484,9102152
GT11,00978779,5446469
GT11,00979006,883880
GT11,00979088,4339505
GT11,00979580,1244508
GT11,00979974,1627738
GT11,00980088,1791531
GT11,00980128,7818351
GT11,00980155,334608
GT11,00980329,10414609
GT11,00980540,7649900
GT11,00980816,2949637
GT11,00980971,2896152
GT11,00980983,3193722
GT11,00981250,5811014
GT11,00981290,6621567
GT11,00981291,10118272
GT11,00982025,9335945
GT11,00982157,8082692
GT11,00982333,968572
GT11,00982358,699689
GT11,00982467,1466348
GT11,00982545,934641
GT11,00982635,10065088
GT11,00982644,342334
GT11,00982827,9591599
GT11,00982918,2114391
GT11,00983039,8907708
GT11,00983120,2922759
GT11,00983177,1559089
GT11,00983283,3345168
GT11,00983318,3626458
GT11,00983435,9646383
GT11,00983583,1037018
GT11,00983762,201315
GT11,00984045,4609207
GT11,00984080,968651
GT11,00984147,714564
GT11,00984977,612173
GT11,00985152,3210898
GT11,00985190,636803
GT11,00985376,2394015
GT11,00985561,6187002
GT11,00985588,2664983
GT11,00986018,3020005
GT11,00986055,1536424
GT11,00986317,427414
GT11,00986447,9936023
GT11,00986728,3600143
GT11,00986935,2855043
GT11,00987110,5543028
GT11,00987766,3732454
GT11,00988011,230357
GT11,00988127,9542037
GT11,00988181,2884156
GT11,00988214,9596528
GT11,00988230,2204844
GT11,00988718,8959866
GT11,00988725,439877
GT11,00988818,5259456
GT11,00988908,3411812
GT11,00988993,1559542
GT11,00989280,3707942
GT11,00989486,936837
GT11,00989528,3321641
GT11,00989626,9834465
GT11,00989824,1010069
GT11,00989981,10336289
GT11,00990085,1830019
GT11,00990463,9568993
GT11,00990550,29416
GT11,00990778,1536609
GT11,00990788,6413958
GT11,00991009,1890628
GT11,00991275,4253670
GT11,00991280,4000329
GT11,00992367,855021
GT11,00993145,9563773
GT11,00993259,5013860
GT11,00993488,9654022
GT11,00993492,1468471
GT11,00993506,9646612
GT11,00993782,5906696
GT11,00993831,3109255
GT11,00993879,3407534
GT11,00993969,1329097
GT11,00994515,3249208
GT11,00994575,421344
GT11,00994785,4075631
GT11,00995086,1791811
GT11,00995838,6416661
GT11,00995874,389164
GT11,00995894,183192
GT11,00996133,2100901
GT11,00996160,1257609
GT11,00996404,4342196
GT11,00996862,7265261
GT11,00997356,905026
GT11,00997490,3460825
GT11,00997746,3419496
GT11,00997876,6527206
GT11,00998063,8002067
GT11,00998158,7625926
GT11,00998348,2656836
GT11,00998527,2534034
GT11,00998733,6323211
GT11,00998775,900448
GT11,00998813,9857781
GT11,00998955,1480299
GT11,00998962,913718
GT11,00999240,2591470
GT11,00999638,3864461
GT11,01000293,1953210
GT11,01000513,1396554
GT11,01000709,1571012
GT11,01000711,4394872
GT11,01000916,8100517
GT11,01001170,3194463
GT11,01002458,2085691
GT11,01002546,769208
GT11,01002907,6647305
GT11,01002930,9659580
GT11,01002986,6672182
GT11,01003125,912679
GT11,01003337,53104
GT11,01003526,9406424
GT11,01003936,219115
GT11,01004082,9960887
GT11,01004344,3372816
GT11,01004758,9261514
GT11,01004796,9829253
GT11,01004947,7556175
GT11,01004957,2083372
GT11,01005213,2961056
GT11,01005809,6770765
GT11,01005887,6399072
GT11,01005990,2183793
GT11,01006179,4490084
GT11,01006521,130155
GT11,01006637,228612
GT11,01007171,8835649
GT11,01007315,3902838
GT11,01007317,2763371
GT11,01007367,9426011
GT11,01007779,247665
GT11,01007800,10096141
GT11,01007966,8439135
GT11,01008027,3362381
GT11,01008237,3615534
GT11,01008442,900063
GT11,01008619,4693248
GT11,01008758,2353033
GT11,01008876,7673509
GT11,01008969,4149732
GT11,01008994,5003502
GT11,01009023,282265
GT11,01009271,3372834
GT11,01009375,3742602
GT11,01009557,869451
GT11,01009745,1140716
GT11,01009749,6682498
GT11,01009795,4348699
GT11,01009975,2628203
GT11,01009996,744016
GT11,01010034,51084
GT11,01010236,1913669
GT11,01010366,8165343
GT11,01010542,3827548
GT11,01010563,3574862
GT11,01010568,1586756
GT11,01010935,3233661
GT11,01011065,10113403
GT11,01011250,2209383
GT11,01011334,4517968
GT11,01011589,6822921
GT11,01011665,9564536
GT11,01011687,2642532
GT11,01012084,9158961
GT11,01012219,2749154
GT11,01012378,9428700
GT11,01012468,4272710
GT11,01012534,9308291
GT11,01012593,906667
GT11,01012715,4750045
GT11,01012728,8088488
GT11,01012859,7651360
GT11,01012895,8583540
GT11,01013027,8024110
GT11,01013666,2666397
GT11,01013687,1779101
GT11,01013699,1148830
GT11,01013784,3616907
GT11,01014192,2565744
GT11,01014416,1037591
GT11,01014451,6258360
GT11,01014562,4734584
GT11,01014607,3576015
GT11,01014900,8808824
GT11,01015242,897548
GT11,01015534,1391117
GT11,01015621,2990385
GT11,01015646,3981097
GT11,01015678,139205
GT11,01015714,2080948
GT11,01015717,7842959
GT11,01015985,8460622
GT11,01016416,707468
GT11,01016857,3389086
GT11,01017801,9174154
GT11,01017802,10444407
GT11,01017902,4830331
GT11,01018150,6080363
GT11,01018229,38364
GT11,01018277,317217
GT11,01018310,3795693
GT11,01018555,2196852
GT11,01019152,1521699
GT11,01019156,3369872
GT11,01019246,3721382
GT11,01019345,6007310
GT11,01019683,4822568
GT11,01019850,8104670
GT11,01019976,10024900
GT11,01020029,29113
GT11,01020107,242104
GT11,01020750,5584324
GT11,01021463,3259155
GT11,01021816,922427
GT11,01021849,9724621
GT11,01021874,685389
GT11,01022126,574805
GT11,01022201,1741373
GT11,01022329,8052005
GT11,01022350,812062
GT11,01022415,9133574
GT11,01022544,298376
GT11,01022705,3132185
GT11,01022854,1414722
GT11,01023252,2006987
GT11,01023618,4591030
GT11,01023642,2697295
GT11,01024082,1405150
GT11,01024183,9121122
GT11,01024394,3090659
GT11,01024682,3576001
GT11,01025484,6041390
GT11,01025491,8733488
GT11,01025498,1195292
GT11,01025613,10494470
GT11,01025699,10091258
GT11,01025971,1314771
GT11,01025992,9743153
GT11,01026053,3320803
GT11,01026329,10050254
GT11,01026454,3515127
GT11,01026781,10287815
GT11,01026892,2869598
GT11,01026911,176088
GT11,01027294,3324458
GT11,01028037,1745408
GT11,01028042,310962
GT11,01028186,8375157
GT11,01028460,3727289
GT11,01028585,1250028
GT11,01028976,4143599
GT11,01029279,9735911
GT11,01029544,2916613
GT11,01030044,4408600
GT11,01030227,3309339
GT11,01030359,4364852
GT11,01030632,2314279
GT11,01030677,224229
GT11,01030716,9153889
GT11,01031050,175944
GT11,01031084,264764
GT11,01031251,4009064
GT11,01031431,3624008
GT11,01031497,9708033
GT11,01031507,8000387
GT11,01031638,1351526
GT11,01031652,272163
GT11,01031895,9773411
GT11,01032048,5489513
GT11,01032092,2879529
GT11,01032174,8698086
GT11,01033213,7988429
GT11,01033228,2511679
GT11,01033298,9816968
GT11,01033322,502328
GT11,01033342,387889
GT11,01033384,7386010
GT11,01033481,2977292
GT11,01033600,4157262
GT11,01033602,1143261
GT11,01033797,5208897
GT11,01033925,2182806
GT11,01034056,2253481
GT11,01034458,2210897
GT11,01034508,2996438
GT11,01034728,2007922
GT11,01035037,3423154
GT11,01035170,4448036
GT11,01035173,4616939
GT11,01035191,1745997
GT11,01035228,4096041
GT11,01035386,9477887
GT11,01035479,3898841
GT11,01036264,901859
GT11,01036819,4101217
GT11,01036834,550958
GT11,01036941,5463749
GT11,01037019,2395929
GT11,01037101,5580974
GT11,01037141,3481174
GT11,01037306,608079
GT11,01037311,662167
GT11,01037621,954837
GT11,01037687,4697791
GT11,01038217,3547213
GT11,01038460,4162816
