policyNo,certNo,customerId
9005,03912121,5953141
9005,03912223,9477887
9005,03912226,2694121
9005,03912413,7833579
9005,03913150,4544777
9005,03913524,4103278
9005,03914089,977499
9005,03914316,1183379
9005,03914855,1534624
9005,03915649,9400867
9005,03916061,2818962
9005,03916357,321949
9005,03916391,10342058
9005,03916478,3217569
9005,03917383,2695813
9005,03917574,8365899
9005,03918147,3001095
9005,03918223,4213391
9005,03918268,6034303
9005,03918377,8368727
9005,03918398,1131587
9005,03918829,36521
9005,03919279,2285841
9005,03919287,3446053
9005,03920523,4113519
9005,03920552,1000893
9005,03920668,1108342
9005,03921321,4262918
9005,03921589,1871685
9005,03921711,1591574
9005,03921839,1876513
9005,03921843,335477
9005,03921906,322123
9005,03921907,2878558
9005,03921923,7355253
9005,03922223,755342
9005,03922254,2621012
9005,03922492,334108
9005,03922495,367165
9005,03922496,747581
9005,03922497,593721
9005,03922502,3049631
9005,03922681,2614871
9005,03922703,718017
9005,03922898,3566295
9005,03922936,2752607
9005,03923203,5271047
9005,03923225,3603250
9005,03923847,864320
9005,03924079,8752524
9005,03924180,1495007
9005,03924227,2629943
9005,03924283,10373693
9005,03924421,1892688
9005,03924550,3467612
9005,03925083,10341948
9005,03925577,2655261
9005,03925995,842189
9005,03926167,188268
9005,03926251,2396054
9005,03926275,2658264
9005,03926540,1734889
9005,03926719,2895937
9005,03926992,438960
9005,03927301,1011994
9005,03927573,2106304
9005,03927620,2585572
9005,03927758,5560469
9005,03927800,2013515
9005,03927821,63800
9005,03927876,616813
9005,03928144,5152668
9005,03928333,6879779
9005,03928342,711614
9005,03929135,767806
9005,03929252,8965963
9005,03929381,47923
9005,03929427,968732
9005,03929475,1832303
9005,03929609,769006
9005,03929699,1088141
9005,03929736,4971875
9005,03929789,1074647
9005,03929837,2611986
9005,03929841,3076269
9005,03929950,8322674
9005,03930134,1913480
9005,03930226,9166336
9005,03930421,5907379
9005,03930594,1267748
9005,03930795,1828892
9005,03931020,2977955
9005,03931123,3082676
9005,03931855,955679
9005,03931939,947064
9006,00420105,9965433
9006,00420519,7616526
9006,00420545,9488632
9006,00420852,9204882
9006,00420968,249968
9006,00420985,6110777
9006,00420988,9563448
9006,00421005,905040
9006,00421025,4101471
9006,00421037,9327159
9006,00421053,3612736
9006,00421065,2801815
9006,00421599,3312270
9006,00421986,5982242
9006,00422335,10470845
9006,00423008,4057066
9006,00423299,9272471
9006,00423424,3788918
9006,00423972,7255302
9006,00424704,648365
9006,00425033,9754564
9006,00425642,6168591
9006,00425832,1557973
9006,00426023,7269135
9006,00426160,8449831
9006,00426268,1482756
9006,00426397,5201989
9006,00426413,2868368
9006,00427524,716439
9006,02160940,7355654
9006,02160952,9390987
9006,02160955,4431055
9006,02160960,8002651
9006,02160964,9417405
9006,02160965,7988429
9006,02160968,9828890
9006,03831615,520228
9006,03831678,7587042
9006,03832014,9514458
9006,03832322,9082733
9006,03832488,1830264
9006,03832666,2054146
9006,03832715,4149962
9006,03832732,9723147
9006,03832900,9423540
9006,03832943,1876701
9006,03832993,2796071
9006,03833010,415390
9006,03833248,7472317
9006,03833424,4101217
9006,03833451,3781582
9006,03833482,8228239
9006,03833689,414629
9006,03833869,6106183
9006,03833892,3165487
9006,03834067,3681472
9006,03834482,1474364
9006,03835003,9424301
9006,03835173,8247604
9006,03835346,165665
9006,03835937,9011561
9006,03835964,10439616
9006,03835984,4580478
9006,03836327,3090794
9006,03836476,7970378
9006,03836794,2840277
9006,03837375,327068
9006,03837392,31924
9006,03837785,9870384
9006,03837826,2142127
9006,03837935,10027798
9006,03838234,4170146
9006,03838380,1626553
9006,03838572,4105929
9006,03838704,4663383
9006,03838740,7081270
9006,03839232,8810004
9006,03839653,3351849
9006,03839690,9577715
9006,03839879,6261268
9006,03840417,120853
9006,03840578,3802109
9006,03840974,1269436
9006,03841128,122562
9006,03841189,374676
9006,03841286,4030445
9006,03841347,4807518
9006,03842101,7965450
9006,03842231,4503419
9006,03842335,8425465
9006,03842342,1118158
9006,03842534,3211759
9006,03842702,6409245
9006,03842899,2781112
9006,03843255,6456920
9006,03843445,10001323
9006,03843490,6977004
9006,03843690,3647777
9006,03843763,2853519
9006,03844009,3078956
9006,03844305,2853698
9006,03844362,3739421
9006,03844411,9568716
9006,03844503,9750930
9006,03844639,1932054
9006,03844748,2626171
9006,03844797,84398
9006,03844877,2897251
9006,03845012,6145899
9006,03845058,8392827
9006,03845117,4153727
9006,03845264,10149630
9006,03845398,3999031
9006,03845847,2642941
9006,03846072,5480802
9006,03846274,3548120
9006,03846279,3355026
9006,03846477,520770
9006,03846810,377178
9006,03846850,6650723
9006,03847051,138018
9006,03847121,2079407
9006,03847224,128611
9006,03847402,7473215
9006,03847407,4697866
9006,03847475,72255
9006,03847509,10438738
9006,03847527,785619
9006,03847591,10333847
9006,03847840,3046261
9006,03847939,3185270
9006,03847959,7285360
9006,03848240,96613
9006,03848261,1790285
9006,03848552,201015
9006,03848705,84576
9006,03848708,2880298
9006,03848709,9410882
9006,03848713,2810177
9006,03848715,365815
9006,03848717,1998486
9006,03848718,2007571
9006,03848889,421180
9006,03849634,1627738
9006,03849684,841001
9006,03849779,3559088
9006,03849874,2327305
9006,03850071,9882794
9006,03850213,4416611
9006,03850884,3753182
9006,03851096,2461233
9006,03851889,4711569
9006,03851904,2000247
9006,03852134,7991865
9006,03852224,505208
9006,03852430,9405978
9006,03852514,2709434
9006,03852631,6049037
9006,03852676,2196595
9006,03852757,2784307
9006,03853505,2403250
9006,03853812,4489834
9006,03854539,996612
9006,03854634,1010069
9006,03854645,1295502
9006,03854733,3352185
9006,03854831,2394015
9006,03854891,9171594
9006,03855125,9308291
9006,03855314,2802942
9006,03855336,849284
9006,03855345,200953
9006,03855382,2341815
9006,03855436,8415718
9006,03855727,252424
9006,03855735,388749
9006,03855736,1260092
9006,03855739,1912164
9006,03856114,252536
9006,03856162,678668
9006,03856358,3938166
9006,03856372,1172283
9006,03856794,707468
9006,03856939,2317103
9006,03857369,1880452
9006,03857986,9121122
9006,03858089,3094087
9006,03858302,3233476
9006,03858663,7962935
9006,03859169,2111900
9006,03859417,4629791
9006,03859610,8084495
9006,03859702,519593
9006,03860147,2650463
9006,03860174,10171923
9006,03860527,977499
9006,03860576,4428506
9006,03860576,4428506
9006,03860576,4428506
9006,03860576,4428506
9006,03860576,4428506
9006,03860763,133633
9006,03860821,3986924
9006,03860851,3932468
9006,03861002,651209
9006,03861005,2245249
9006,03861010,2073482
9006,03861371,4440255
9006,03861833,3097778
9006,03861835,956079
9006,03862192,6571649
9006,03862420,2143892
9006,03862464,2798534
9006,03863083,1293697
9006,03863116,1526909
9006,03863172,2513916
9006,03863247,2086635
9006,03863263,2157694
9006,03863378,4077746
9006,03863563,10208293
9006,03863969,6617639
9006,03864016,9602764
9006,03864075,5031351
9006,03864323,3340253
9006,03864446,3988002
9006,03864896,10055600
9006,03864953,9084280
9006,03865138,6623724
9006,03865398,890353
9006,03865406,8844600
9006,03865461,4135997
9006,03865474,10195260
9006,03865580,4115996
9006,03865600,2886280
9006,03865609,10012628
9006,03866359,9084000
9006,03866547,1734889
9006,03866566,2516316
9006,03866639,10058775
9006,03866644,2414393
9006,03866804,2114163
9006,03866825,2760986
9006,03867081,2563600
9006,03867170,505192
9006,03867204,1005796
9006,03867205,1230460
9006,03867206,1785320
9006,03867211,10415221
9007,00418651,4208998
9007,00418672,6427878
9007,00418679,7429167
9007,00418686,9488632
9007,00418697,3222351
9007,00419019,3647777
9007,00419072,8626037
9007,00419111,6682498
9007,00419146,2666397
9007,00419160,264764
9007,00419167,9308291
9007,00419170,1230572
9007,00419570,1557973
9007,00419641,9445400
9007,00419657,687839
9007,00419689,2893699
9007,02161009,7136100
9007,02161010,3309280
9007,02161011,1476342
9007,02161012,2086253
9007,03955645,9592403
9007,03955647,117313
9007,03955741,8488599
9007,03955757,2197195
9007,03955782,6702514
9007,03955790,5108632
9007,03956024,4266432
9007,03956044,9843579
9007,03956251,1801715
9007,03956319,9402772
9007,03956639,3709683
9007,03956907,3814330
9007,03957049,7974885
9007,03957184,3093483
9007,03957363,8213289
9007,03957823,3542183
9007,03957994,3048810
9007,03958109,8315665
9007,03958567,7712755
9007,03958568,7499838
9007,03958573,233767
9007,03958601,428713
9007,03959026,961106
9007,03959628,1768953
9007,03959655,936837
9007,03959780,9426011
9007,03959787,1396554
9007,03959831,9158961
9007,03960209,436764
9007,03960211,960179
9007,03960213,2828987
9007,03960215,9354945
9007,03960227,2392257
9007,03960368,716439
9007,03960453,9688025
9007,03960687,7759313
9007,03960826,3271881
9008,00431221,939740
9008,00431397,9793802
9008,00431481,611908
9008,00432623,7143407
9008,00432654,8988123
9008,00432963,10668046
9008,00433497,5543028
9008,00433896,3020005
9008,00434928,231426
9008,00435195,10667185
9008,00435197,10667184
9008,00435245,10667180
9008,00435246,10667179
9008,00435247,10667178
9008,00435425,4308781
9008,00435479,414979
9008,00435548,696445
9008,00436094,4569003
9008,00436602,2802302
9008,00436635,7791533
9008,00436652,4521081
9008,00436653,10666881
9008,00436828,4639631
9008,00437072,3480217
9008,00437490,6361537
9008,00438047,2852185
9008,00438529,705738
9008,00439693,6059727
9008,00440065,5706053
9008,00440179,6879779
9008,00440207,8731991
9008,00440847,9021319
9008,00440947,1933389
9008,00440964,47923
9008,00441327,1074647
9008,00441557,7659500
9008,00441571,7330266
9008,00441586,1674943
9008,00441722,3178836
9008,00441804,2724686
9008,00441931,5907379
9008,00441972,9472378
9008,00442293,631380
9008,00442530,1782521
9008,00442574,1828892
9008,00442575,3541594
9008,00442580,9166336
9008,00442586,5772910
9008,00442588,9299218
9008,02161014,1743053
9008,02161015,7547550
9008,02161017,8150430
9008,02161018,8890609
9008,02161025,7698143
9008,02161030,6715000
9008,02161033,4497080
9008,03938777,10144625
9008,03939129,7861692
9008,03939173,8344748
9008,03939256,5989866
9008,03939292,72842
9008,03939417,6647160
9008,03939507,5462635
9008,03939601,4710754
9008,03939873,8264537
9008,03940139,1005827
9008,03940177,3415537
9008,03940179,5015499
9008,03940192,8872335
9008,03940285,9593827
9008,03940460,834045
9008,03941014,696992
9008,03941180,3160005
9008,03941201,3315790
9008,03941315,6667336
9008,03941332,10441853
9008,03941342,7754513
9008,03941347,2280970
9008,03941348,3387199
9008,03941350,4156115
9008,03941352,913656
9008,03941353,8497135
9008,03941559,6646425
9008,03941636,237307
9008,03941759,330619
9008,03941830,3228759
9008,03941889,9576505
9008,03941983,3091230
9008,03941995,2897610
9008,03942278,3082249
9008,03942551,7502365
9008,03942752,3618575
9008,03942852,3895358
9008,03943221,7632362
9008,03943293,1484993
9008,03943296,10351477
9008,03943298,5619255
9008,03943299,3029292
9008,03943317,9314948
9008,03943410,2895998
9008,03943492,9497880
9008,03943611,5662668
9008,03943650,5014375
9008,03943774,2375569
9008,03944113,3261047
9008,03944286,5953086
9008,03944626,10325691
9008,03944706,4007228
9008,03944895,1395107
9008,03944936,9442142
9008,03945103,7431827
9008,03945115,718950
9008,03945146,2444445
9008,03945223,3767811
9008,03945250,2538644
9008,03945260,1822603
9008,03945357,2330907
9008,03945401,4103321
9008,03945485,2144179
9008,03945639,7832877
9008,03945779,577158
9008,03945797,436927
9008,03945863,5967298
9008,03945873,1062832
9008,03945952,2742720
9008,03945953,899037
9008,03945976,9921016
9008,03946038,2199281
9008,03946042,818984
9008,03946346,1607439
9008,03946423,714564
9008,03946429,1791531
9008,03946442,1466348
9008,03946469,989614
9008,03946666,1559542
9008,03946984,1830019
9008,03947096,389164
9008,03947123,1717886
9008,03947126,7265261
9008,03947280,9960887
9008,03947283,3674319
9008,03947489,4348699
9008,03947692,9367275
9008,03947903,922427
9008,03948207,2253481
9008,03948247,9153889
9008,03948256,4009064
9008,03948259,2879529
9008,03948260,2980888
9008,03948269,9625658
9008,03948278,8733488
9008,03948284,8000387
9008,03948404,4157262
9008,03948441,1143261
9008,03948448,3727289
9008,03948589,2210897
9008,03948645,3423154
9008,03948732,1745997
9008,03948807,8698086
9008,03948837,9226619
9008,03948886,10255900
9008,03948948,4591030
9008,03949029,10076723
9008,03949058,2694121
9008,03949095,8778566
9008,03949107,7833579
9008,03949389,8778482
9008,03949454,4103278
9008,03949654,895639
9008,03950729,4213391
9008,03950806,4125990
9008,03950971,6824743
9008,03951223,753954
9008,03951381,1183379
9008,03951741,4262918
9008,03951801,2083372
9008,03952384,3024968
9008,03952525,3603250
9008,03952757,5413066
9008,03953082,1256107
9008,03953125,10373693
9008,03953370,563316
9008,03953538,5301625
9008,03953593,2101109
9008,03953692,9540425
9008,03953705,84365
9008,03954068,1088141
9008,03954166,767806
9008,03954196,290155
9008,03954253,8841114
9009,00452671,7540203
9009,00452685,9335357
9009,00452710,3728453
9009,00452712,3879329
9009,00452718,7826359
9009,00452764,3663150
9009,00452770,5135145
9009,00452774,4768260
9009,00452824,8717223
9009,00452831,9998133
9009,00452906,9098730
9009,00452919,4166679
9009,00452921,6231854
9009,00452924,4331586
9009,00452943,9364418
9009,00452953,5357229
9009,00452955,7829206
9009,00453003,8809183
9009,02160916,3734670
9009,02160917,8342807
9009,03807235,3965026
9009,03807657,4336121
9009,03808095,4358985
9009,03808256,5167066
9009,03808367,6445937
9009,03808508,9741663
9009,03808616,4899404
9009,03808789,9651203
9009,03808845,7083201
9009,03808896,5662334
9009,03809055,9690565
9009,03809673,3702261
9009,03809746,3847439
9009,03809792,264876
9009,03809831,9663415
9009,03809868,4810724
9009,03809870,5727591
9009,03809872,7152891
9009,03809873,4870756
9009,03809884,3328554
9009,03809913,5239200
9009,03809923,7375216
9009,03810055,8058395
9009,03810127,9426601
9009,03810175,1651016
9009,03810177,6238068
9009,03810247,7966333
9009,03810389,6168555
9009,03810478,10387415
9009,03810557,992790
9009,03811268,7591830
9009,03811456,4752481
9009,03811544,8082480
9009,03811717,9583133
9009,03811749,4714015
9009,03811884,9880625
9009,03811928,3919134
9009,03811990,8489760
9009,03812059,7289656
9009,03812121,8886844
9009,03812484,3723075
9009,03812566,9606777
9009,03812671,8936927
9009,03812706,743914
9009,03812969,9722919
9009,03812990,2973394
9009,03813311,9653215
9009,03813661,3733372
9009,03813680,10363810
9009,03813696,310762
9009,03813885,881567
9009,03813888,3851713
9009,03813922,3945929
9009,03814039,9837824
9009,03814160,4200902
9009,03814484,4106667
9009,03814568,9784784
9009,03814579,5969559
9009,03814620,32022
9009,03814725,3817034
9009,03814962,4538115
9009,03815031,7297015
9009,03815060,4923986
9009,03815105,9839697
9009,03815187,7608283
9009,03815237,4860811
9009,03815309,8554924
9009,03815429,3680099
9009,03815471,3801299
9009,03815479,3946684
9009,03815915,6429319
9009,03815918,3109461
9009,03816029,6656176
9009,03816077,5923126
9009,03816109,6235576
9009,03816110,9404539
9009,03816112,4729758
9009,03816124,5567997
9009,03816129,8803037
9009,03816177,7553329
9009,03816737,7896319
9009,03816886,770000
9009,03816898,3775422
9009,03816913,3712737
9009,03816922,1517621
9009,03816932,6513080
9010,00442707,7352937
9010,00442726,3953136
9010,00442734,3465708
9010,00442744,8355621
9010,00442832,3342032
9010,00442865,2603343
9010,00443436,4569003
9010,00443479,9755774
9010,00443513,9444451
9010,00443536,5904811
9010,00443549,9596182
9010,00443567,2994059
9010,00443581,6476156
9010,00455419,4135706
9010,00455663,4918755
9010,00455758,4247304
9010,02160921,4224630
9010,02160922,5964990
9010,02160923,4371422
9010,02160924,7653287
9010,02160925,4656250
9010,03801738,9703228
9010,03801856,2588820
9010,03801964,8781567
9010,03802001,4041553
9010,03802046,310832
9010,03802054,10243115
9010,03802101,1046057
9010,03802154,5275801
9010,03802156,1705845
9010,03802157,1717038
9010,03802158,4683593
9010,03802370,9953546
9010,03802407,3866568
9010,03802413,533708
9010,03802418,7783753
9010,03802424,9980256
9010,03802427,1846857
9010,03802436,9636879
9010,03802442,3271309
9010,03802502,8247832
9010,03802607,3877236
9010,03802708,3628225
9010,03803029,5412309
9010,03803200,208766
9010,03803557,749381
9010,03803763,9803264
9010,03803924,9341282
9010,03804047,9688106
9010,03804077,4842058
9010,03804332,3398414
9010,03804337,7352937
9010,03804413,3927212
9010,03804518,8998359
9010,03804878,9420707
9010,03804899,107176
9010,03804929,3535150
9010,03804944,9887943
9010,03805067,4326725
9010,03805071,2977700
9010,03805081,4449633
9010,03805094,9274416
9010,03805127,10086693
9010,03805201,8759574
9010,03805371,8544797
9010,03805374,9521973
9010,03805604,4354744
9010,03805689,9362019
9010,03805865,3786147
9010,03805866,3606736
9010,03805867,3729585
9010,03805868,3626524
9010,03805871,3490442
9010,03805967,3431939
9010,03805990,82105
9010,03806124,8900475
9010,03806161,9454605
9010,03806164,10052329
9010,03806215,3589115
9010,03806339,4242239
9010,03806355,3252348
9010,03806514,3515738
9010,03806549,3824303
9010,03806634,4604610
9011,00453492,6745831
9011,00453516,10665039
9011,00453551,8194431
9011,00453584,4605593
9011,00453585,8213289
9011,00453632,9871914
9011,00453687,10664944
9011,00453704,10665738
9011,00453707,10665735
9011,00453708,3073455
9011,00453891,1481662
9011,00453892,10664829
9011,00453943,7522271
9011,00453947,10664796
9011,00453948,2822169
9011,00453958,4502668
9011,00453961,10664789
9011,00453964,10664787
9011,00453965,3038590
9011,00453984,10664775
9011,00454000,10664765
9011,00454001,10664764
9011,02160971,8967285
9011,02160972,6679385
9011,03960942,9274072
9011,03960952,5163950
9011,03960955,3222212
9011,03960956,9076725
9011,03960957,6057516
9011,03960958,7469565
9011,03960980,3195730
9011,03961512,3084931
9011,03961518,192984
9011,03961525,4222473
9011,03961528,9146057
9011,03961529,2713650
9011,03961567,9925554
9011,03961934,3713403
