rpno,policyno,paydate,mode,type
C59855820101,23227036,2563,1,UL
C59862040101,23227359,2563,1,UL
C59862420101,23227385,2563,1,UL
C59871910101,23227699,2563,1,UL
C59872720101,23227734,2563,1,UL
C59905160101,23229001,2563,1,UL
987630110469,23083393,2563,1,UL
994630058040,23081826,2563,1,UL
C60150290101,23237106,2563,1,UL
C59752610101,23222792,2563,1,UL
116630018449,23102179,2563,1,UL
211630062155,23072893,2563,1,UL
301630040969,23087910,2563,1,UL
939630068312,23088449,2563,1,UL
533630040395,23086283,2563,1,UL
C59767150101,23223396,2563,1,UL
C59779810101,23224024,2563,1,UL
C59782510101,23224122,2563,1,UL
C59787190101,23224236,2563,1,UL
C59787890101,23224295,2563,1,UL
C59811700101,23225232,2563,1,UL
C59818930101,23225453,2563,1,UL
C59822010101,23225529,2563,1,UL
C59829900101,23225916,2563,1,UL
C59837610101,23226241,2563,1,UL
C59846810101,23226749,2563,1,UL
C59847700101,23226762,2563,1,UL
C59866900101,23227597,2563,1,UL
C59872040101,23227705,2563,1,UL
C59872910101,23227740,2563,1,UL
C59873010101,23227746,2563,1,UL
C59873390101,23227761,2563,1,UL
C59889200101,23226215,2563,1,UL
C59875580101,23227849,2563,1,UL
C60189060101,23235917,2563,1,UL
C60003450101,23232037,2563,1,UL
C60043180101,23233296,2563,1,UL
987630110427,23084660,2563,1,UL
C60096710101,23235152,2563,1,UL
945630000236,22967477,2563,1,ULIP
C59947550101,23230218,2563,1,UL
C59958330101,23230493,2563,1,UL
451630033061,23083773,2563,1,UL
121630022007,23092284,2563,1,UL
939630068859,23099578,2563,1,UL
C59779570101,23224020,2563,1,UL
C59796290101,23224659,2563,1,UL
C59797630101,23224728,2563,1,UL
C59808860101,23225109,2563,1,UL
C59815180101,23225367,2563,1,UL
C59822050101,23225532,2563,1,UL
C59829600101,23225891,2563,1,UL
C59774940101,23223718,2563,1,UL
C59832480101,23226019,2563,1,UL
C59837390101,23226229,2563,1,UL
C59845170101,23226622,2563,1,UL
C59856110101,23227053,2563,1,UL
C59861120101,23227298,2563,1,UL
C59873890101,23227792,2563,1,UL
C59873950101,23227796,2563,1,UL
C59875270101,23227844,2563,1,UL
C59882790101,23228064,2563,1,UL
C59889760101,23228371,2563,1,UL
C59924460101,23229657,2563,1,UL
C60061290101,23232813,2563,1,UL
939630068849,22975051,2563,1,UL
C60247330101,23240512,2563,1,UL
C59950350101,23230274,2563,1,UL
994630058031,22969088,2563,1,UL
451630033110,23086938,2563,1,UL
361630020424,23092064,2563,1,UL
C60156120101,23237386,2563,1,UL
451630046125,23091057,2563,1,UL
651630015866,23083982,2563,1,UL
651630015867,23087534,2563,1,UL
451630033093,23081786,2563,1,UL
471630038782,23072593,2563,1,UL
987630170678,23091836,2563,1,UL
C59796140101,23224648,2563,1,UL
C59803840101,23224927,2563,1,UL
C59811100101,23225200,2563,1,UL
C59826350101,23225727,2563,1,UL
C59831980101,23226002,2563,1,UL
C59836030101,23226161,2563,1,UL
C59836910101,23226189,2563,1,UL
C59837580101,23226238,2563,1,UL
C59837700101,23226250,2563,1,UL
C59840940101,23226412,2563,1,UL
C59841390101,23226428,2563,1,UL
C59843370101,23226524,2563,1,UL
C59843750101,23226555,2563,1,UL
C59847980101,23226770,2563,1,UL
C59850080101,23226838,2563,1,UL
C59853510101,23226949,2563,1,UL
C59855950101,23227045,2563,1,UL
C59856150101,23227056,2563,1,UL
C59860230101,23227263,2563,1,UL
C59864280101,23227510,2563,1,UL
C59869060101,23227620,2563,1,UL
C59870230101,23227633,2563,1,UL
C59889880101,23227700,2563,1,UL
C59883830101,23228111,2563,1,UL
C59890000101,23228378,2563,1,UL
C59900260101,23228829,2563,1,UL
C59910260101,23229247,2563,1,UL
C59926670101,23229698,2563,1,UL
C60100160101,23235282,2563,1,UL
C60103670101,23235416,2563,1,UL
C60128500101,23236358,2563,1,UL
272630028348,23092436,2563,1,UL
987630110488,23083347,2563,1,UL
C59970210101,23230899,2563,1,UL
C59760910101,23223134,2563,1,UL
C59846280101,23226704,2563,1,UL
C59856380101,23227072,2563,1,UL
C59859570101,23227228,2563,1,UL
C59870340101,23227635,2563,1,UL
C59876790101,23227883,2563,1,UL
C59878890101,23227931,2563,1,UL
C59893050101,23228586,2563,1,UL
C59904860101,23228981,2563,1,UL
C59906370101,23229045,2563,1,UL
C59910910101,23229290,2563,1,UL
C59916690101,23229506,2563,1,UL
C59927030101,23229703,2563,1,UL
C60199940101,23238879,2563,1,UL
C60070800101,23231548,2563,1,UL
C59740310101,23222241,2563,1,UL
C59740370101,23222245,2563,1,UL
C59947170101,23230212,2563,1,UL
987630110518,23081201,2563,1,UL
533630028078,23091267,2563,1,UL
471630027079,22978537,2563,1,UL
C59965660101,23230777,2563,1,UL
C59982120101,23231254,2563,1,UL
C59982580101,23231279,2563,1,UL
543630018839,22986412,2563,1,UL
43630017487,23025432,2563,1,UL
987630171226,23067429,2563,1,UL
939630070237,23101363,2563,1,UL
939630070232,23094998,2563,1,UL
939630070233,23093356,2563,1,UL
939630070228,23090332,2563,1,UL
456630010663,23090356,2563,1,UL
C59793700101,23224512,2563,1,UL
C59807440101,23225029,2563,1,UL
C59809440101,23225131,2563,1,UL
C59809460101,23225133,2563,1,UL
C59809540101,23225136,2563,1,UL
C59810560101,23225173,2563,1,UL
C59810750101,23225180,2563,1,UL
C59812990101,23225277,2563,1,UL
C59818360101,23225440,2563,1,UL
C59827880101,23225819,2563,1,UL
C59830010101,23225926,2563,1,UL
C59835570101,23226134,2563,1,UL
C59839630101,23226341,2563,1,UL
C59843150101,23226511,2563,1,UL
C59845080101,23226613,2563,1,UL
C59845920101,23226682,2563,1,UL
C59851860101,23226892,2563,1,UL
C59857790101,23227144,2563,1,UL
C59858140101,23227159,2563,1,UL
C59858540101,23227174,2563,1,UL
C59859130101,23227205,2563,1,UL
C59859390101,23227219,2563,1,UL
C59859890101,23227243,2563,1,UL
C59861090101,23227297,2563,1,UL
C59861970101,23227353,2563,1,UL
C59863840101,23227482,2563,1,UL
C59865120101,23227559,2563,1,UL
C59868520101,23227611,2563,1,UL
C59870460101,23227638,2563,1,UL
C59872330101,23227722,2563,1,UL
C59872390101,23227725,2563,1,UL
C59872440101,23227728,2563,1,UL
C59874230101,23227810,2563,1,UL
C59874310101,23227814,2563,1,UL
C59874460101,23227823,2563,1,UL
C59874890101,23227836,2563,1,UL
C59875120101,23227840,2563,1,UL
C59876180101,23227867,2563,1,UL
C59876300101,23227870,2563,1,UL
C59876600101,23227876,2563,1,UL
C59881700101,23228029,2563,1,UL
C59881930101,23228044,2563,1,UL
C59883430101,23228092,2563,1,UL
C59883520101,23228100,2563,1,UL
C59884000101,23228121,2563,1,UL
C59886580101,23228229,2563,1,UL
C59889560101,23228364,2563,1,UL
C59891880101,23228495,2563,1,UL
C59901060101,23228854,2563,1,UL
C59906650101,23229062,2563,1,UL
C59910520101,23229269,2563,1,UL
C59910740101,23229280,2563,1,UL
C59919700101,23229532,2563,1,UL
C59920710101,23229555,2563,1,UL
C59925000101,23229665,2563,1,UL
C60183810101,23238294,2563,1,UL
C60027600101,23232722,2563,1,UL
C60036720101,23233060,2563,1,UL
C60062350101,23233937,2563,1,UL
C60065370101,23234021,2563,1,UL
C60104230101,23235439,2563,1,UL
C60104870101,23235459,2563,1,UL
C60125780101,23236272,2563,1,UL
C60208290101,23239230,2563,1,UL
C60208530101,23239241,2563,1,UL
121630022003,23092510,2563,1,UL
C60271240101,23241130,2563,1,UL
C60306530101,23240555,2563,1,UL
945630000241,22975306,2563,1,ULIP
651630011562,23077752,2563,1,UL
C59959330101,23230539,2563,1,UL
734630003010,23090930,2563,1,UL
654630011658,23077544,2563,1,UL
C59981440101,23231218,2563,1,UL
C59989330101,23231382,2563,1,UL
C59763920101,23223296,2563,1,UL
C59769470101,23223519,2563,1,UL
C59796370101,23224665,2563,1,UL
C59818560101,23225445,2563,1,UL
C59828840101,23225850,2563,1,UL
C59830600101,23225962,2563,1,UL
C59832160101,23226012,2563,1,UL
C59857040101,23227111,2563,1,UL
C59857820101,23227146,2563,1,UL
C59857890101,23227148,2563,1,UL
C59859680101,23227233,2563,1,UL
C59862810101,23227417,2563,1,UL
C59865050101,23227554,2563,1,UL
C59873840101,23227787,2563,1,UL
C59874090101,23227801,2563,1,UL
C59879650101,23227953,2563,1,UL
C59884240101,23228138,2563,1,UL
C59884260101,23228140,2563,1,UL
C59890910101,23228430,2563,1,UL
C59895490101,23228657,2563,1,UL
C59899190101,23228790,2563,1,UL
C59905030101,23228990,2563,1,UL
C59905470101,23229019,2563,1,UL
C59906540101,23229054,2563,1,UL
C59906610101,23229059,2563,1,UL
C59921860101,23229587,2563,1,UL
C59936380101,23229931,2563,1,UL
C59991710101,23231526,2563,1,UL
C60009820101,23232191,2563,1,UL
C60035360101,23233009,2563,1,UL
C60189620101,23238523,2563,1,UL
C60091710101,23235032,2563,1,UL
C60102430101,23235355,2563,1,UL
C60115860101,23235853,2563,1,UL
C60142470101,23236784,2563,1,UL
C60206510101,23239142,2563,1,UL
C60267860101,23241045,2563,1,UL
181630021739,22964350,2563,1,ULIP
181630021740,22964348,2563,1,ULIP
C59953480101,23230317,2563,1,UL
C59958940101,23230527,2563,1,UL
654630018957,23083904,2563,1,UL
533630025233,23093881,2563,1,UL
451630056715,23090996,2563,1,UL
C59966140101,23230782,2563,1,UL
C59967080101,23230799,2563,1,UL
C59982600101,23231281,2563,1,UL
C59832910101,23226034,2563,1,UL
C59837110101,23226206,2563,1,UL
C59840910101,23226409,2563,1,UL
C59860270101,23227267,2563,1,UL
C59860440101,23227282,2563,1,UL
C59865140101,23227561,2563,1,UL
C59874320101,23227815,2563,1,UL
C59875850101,23227855,2563,1,UL
C59875940101,23227858,2563,1,UL
C59880730101,23227988,2563,1,UL
C59881430101,23228014,2563,1,UL
C59893180101,23228599,2563,1,UL
C59898880101,23228778,2563,1,UL
C59899140101,23228788,2563,1,UL
C59899250101,23228793,2563,1,UL
C59899940101,23228820,2563,1,UL
C59903490101,23228898,2563,1,UL
C59903540101,23228902,2563,1,UL
C59906930101,23229085,2563,1,UL
C59908250101,23229159,2563,1,UL
C59908310101,23229165,2563,1,UL
C59913610101,23229417,2563,1,UL
C59921950101,23229591,2563,1,UL
C59922020101,23229593,2563,1,UL
C59922620101,23229607,2563,1,UL
C59925280101,23229677,2563,1,UL
C59925570101,23229685,2563,1,UL
C59935090101,23229895,2563,1,UL
C59996790101,23231725,2563,1,UL
C60003080101,23232020,2563,1,UL
C60084090101,23234664,2563,1,UL
C60084170101,23234669,2563,1,UL
C60090640101,23234953,2563,1,UL
C60093170101,23235062,2563,1,UL
C60118270101,23235977,2563,1,UL
C60118500101,23235988,2563,1,UL
C60208050101,23239224,2563,1,UL
C60208640101,23239249,2563,1,UL
945630000251,22975049,2563,1,ULIP
653630008244,23084248,2563,1,UL
51630018339,23084613,2563,1,UL
C59968890101,23228970,2563,1,UL
652630009689,23088184,2563,1,UL
451630046126,23092950,2563,1,UL
276630014985,23093253,2563,1,UL
276630015009,23090093,2563,1,UL
C59840750101,23226403,2563,1,UL
C59841780101,23226445,2563,1,UL
C59845260101,23226631,2563,1,UL
C59861780101,23227339,2563,1,UL
C59864150101,23227500,2563,1,UL
C59881890101,23228040,2563,1,UL
C59887130101,23228249,2563,1,UL
C59893370101,23228616,2563,1,UL
C59894800101,23228636,2563,1,UL
C59898220101,23228734,2563,1,UL
C59898990101,23228784,2563,1,UL
C59905100101,23228995,2563,1,UL
C59906700101,23229067,2563,1,UL
C59906770101,23229073,2563,1,UL
C59914660101,23229456,2563,1,UL
C59919580101,23229529,2563,1,UL
C59920420101,23229551,2563,1,UL
C59921780101,23229584,2563,1,UL
C59934810101,23229886,2563,1,UL
C59935860101,23229918,2563,1,UL
C60010800101,23227924,2563,1,UL
C60047280101,23233430,2563,1,UL
C60028380101,23232754,2563,1,UL
C60100990101,23235300,2563,1,UL
C60101030101,23235302,2563,1,UL
7630160262,22851404,2563,1,ULIP
7630160263,22851402,2563,1,ULIP
451630033050,23086161,2563,1,UL
C59958920101,23230526,2563,1,UL
C59959430101,23230545,2563,1,UL
7630080731,23088414,2563,1,UL
51630018332,23077924,2563,1,UL
C60156090101,23237383,2563,1,UL
C60156250101,23237398,2563,1,UL
471630027047,22976211,2563,1,UL
939630071947,23095329,2563,1,UL
694630029334,22965178,2563,1,UL
461630019595,23075038,2563,1,UL
C59921820101,23229586,2563,1,UL
C59837520101,23226235,2563,1,UL
C59838650101,23226304,2563,1,UL
C59842860101,23226500,2563,1,UL
C59844060101,23226577,2563,1,UL
C59848440101,23226788,2563,1,UL
C59859020101,23227200,2563,1,UL
C59861020101,23227295,2563,1,UL
C59861700101,23227333,2563,1,UL
C59862550101,23227397,2563,1,UL
C59863590101,23227471,2563,1,UL
C59887460101,23228268,2563,1,UL
C59891470101,23228454,2563,1,UL
C59903350101,23228889,2563,1,UL
C59908200101,23229154,2563,1,UL
C59910280101,23229249,2563,1,UL
C59912360101,23229359,2563,1,UL
C59917060101,23229509,2563,1,UL
C59919270101,23227167,2563,1,UL
C59921690101,23229580,2563,1,UL
C59923630101,23229634,2563,1,UL
C59927360101,23229705,2563,1,UL
C59931720101,23229840,2563,1,UL
C59933630101,23229869,2563,1,UL
C59934510101,23229878,2563,1,UL
C59937140101,23229945,2563,1,UL
C60006330101,23232127,2563,1,UL
C60068220101,23234156,2563,1,UL
C60083210101,23234621,2563,1,UL
C60206360101,23239136,2563,1,UL
945630000256,23093431,2563,1,ULIP
571630097483,23093963,2563,1,UL
451630033052,23084795,2563,1,UL
C59975290101,23231075,2563,1,UL
826630005603,23096208,2563,1,UL
C59842000101,23226452,2563,1,UL
C59843030101,23226505,2563,1,UL
C59858860101,23227194,2563,1,UL
C59861590101,23227324,2563,1,UL
C59863280101,23227443,2563,1,UL
C59888950101,23228333,2563,1,UL
C59890060101,23228382,2563,1,UL
C59895690101,23228662,2563,1,UL
C59925310101,23229678,2563,1,UL
C59930290101,23229776,2563,1,UL
C60065190101,23234019,2563,1,UL
C60072260101,23234339,2563,1,UL
C59949110101,23230242,2563,1,UL
C59955960101,23230426,2563,1,UL
533630025178,23083532,2563,1,UL
534630026328,23085804,2563,1,UL
C60150300101,23237107,2563,1,UL
662630046434,23101972,2563,1,UL
581630041348,23102610,2563,1,UL
272630036288,23093075,2563,1,UL
C59981580101,23231222,2563,1,UL
C59982620101,23231283,2563,1,UL
C59982660101,23231287,2563,1,UL
533630025165,23086348,2563,1,UL
272630049817,23083789,2563,1,UL
C59921320101,23229569,2563,1,UL
555630014575,23087764,2563,1,UL
C59940690101,23230032,2563,1,UL
C59829690101,23225898,2563,1,UL
C59837130101,23226208,2563,1,UL
C59840960101,23226414,2563,1,UL
C59844960101,23226605,2563,1,UL
C59851120101,23226864,2563,1,UL
C59860160101,23227257,2563,1,UL
C59860460101,23227284,2563,1,UL
C59862330101,23227380,2563,1,UL
C59862440101,23227386,2563,1,UL
C59862450101,23227387,2563,1,UL
C59862560101,23227398,2563,1,UL
C59863440101,23227456,2563,1,UL
C59863490101,23227461,2563,1,UL
C59870930101,23227657,2563,1,UL
C59871200101,23227668,2563,1,UL
C59871970101,23227701,2563,1,UL
C59872320101,23227721,2563,1,UL
C59874290101,23227812,2563,1,UL
C59877580101,23227897,2563,1,UL
C59880780101,23227989,2563,1,UL
C59881410101,23228013,2563,1,UL
C59883480101,23228096,2563,1,UL
C59887770101,23228289,2563,1,UL
C59888970101,23228334,2563,1,UL
C59889220101,23228345,2563,1,UL
C59889430101,23228355,2563,1,UL
C59889890101,23228374,2563,1,UL
C59891450101,23228452,2563,1,UL
C59997770101,23231002,2563,1,UL
C59898480101,23228751,2563,1,UL
C59898580101,23228760,2563,1,UL
C59898590101,23228761,2563,1,UL
C59904280101,23228939,2563,1,UL
C59904790101,23228977,2563,1,UL
C59904930101,23228984,2563,1,UL
C59908070101,23229141,2563,1,UL
C59922290101,23229598,2563,1,UL
C59923600101,23229633,2563,1,UL
C59923940101,23229646,2563,1,UL
C59929310101,23229755,2563,1,UL
C59929470101,23229760,2563,1,UL
C59934760101,23229884,2563,1,UL
C59936650101,23229933,2563,1,UL
C59997080101,23231732,2563,1,UL
C60016730101,23232403,2563,1,UL
C60045840101,23233376,2563,1,UL
C60200870101,23238917,2563,1,UL
C60085090101,23234726,2563,1,UL
C60102590101,23235361,2563,1,UL
C60114830101,23235823,2563,1,UL
C60116270101,23235875,2563,1,UL
C60119230101,23236008,2563,1,UL
C60132750101,23236482,2563,1,UL
C60204720101,23239084,2563,1,UL
C60142060101,23236770,2563,1,UL
C60222810101,23239782,2563,1,UL
C60230630101,23240106,2563,1,UL
C60254090101,23240677,2563,1,UL
C59949980101,23230267,2563,1,UL
C59957110101,23230443,2563,1,UL
C59958830101,23230522,2563,1,UL
C59963460101,23230720,2563,1,UL
C59870760101,23227650,2563,1,UL
C60154670101,23237301,2563,1,UL
C60149060101,23237064,2563,1,UL
C59978920101,23227655,2563,1,UL
C59972680101,23230976,2563,1,UL
C59975010101,23231066,2563,1,UL
121630027017,23085650,2563,1,UL
C59861960101,23227352,2563,1,UL
C59863160101,23227438,2563,1,UL
C59863380101,23227450,2563,1,UL
C59863530101,23227465,2563,1,UL
C59863650101,23227477,2563,1,UL
C59887910101,23228298,2563,1,UL
C59889540101,23228362,2563,1,UL
C59891520101,23228459,2563,1,UL
C59892650101,23228550,2563,1,UL
C59893230101,23228603,2563,1,UL
C59893320101,23228611,2563,1,UL
C59898700101,23228771,2563,1,UL
C59899440101,23228801,2563,1,UL
C59904590101,23228959,2563,1,UL
C59904680101,23228968,2563,1,UL
C59904760101,23228975,2563,1,UL
C59905130101,23228998,2563,1,UL
C59905360101,23229014,2563,1,UL
C59906270101,23229035,2563,1,UL
C59906460101,23229050,2563,1,UL
C59906680101,23229065,2563,1,UL
C59908180101,23229152,2563,1,UL
C59909440101,23229199,2563,1,UL
C59912660101,23229369,2563,1,UL
C59914450101,23229441,2563,1,UL
C59918140101,23229514,2563,1,UL
C59921960101,23229592,2563,1,UL
C59922530101,23229605,2563,1,UL
C59935110101,23229896,2563,1,UL
C59942350101,23230076,2563,1,UL
C59996110101,23231702,2563,1,UL
C60034150101,23232955,2563,1,UL
C60037990101,23233124,2563,1,UL
C60047230101,23233429,2563,1,UL
C60052940101,23233726,2563,1,UL
C60082320101,23234596,2563,1,UL
C60090910101,23234971,2563,1,UL
C60092360101,23235049,2563,1,UL
C60108780101,23235613,2563,1,UL
C60123750101,23236219,2563,1,UL
630016755,22845934,2563,1,ULIP
C59944330101,23230132,2563,1,UL
C59945180101,23230148,2563,1,UL
C59945430101,23230164,2563,1,UL
C59954260101,23230371,2563,1,UL
532630031475,23093318,2563,1,UL
532630024365,22977785,2563,1,UL
C60152120101,23237186,2563,1,UL
533630025197,23088469,2563,1,UL
C60156030101,23237377,2563,1,UL
C60156290101,23237402,2563,1,UL
331630013699,23098881,2563,1,UL
402630010067,23102838,2563,1,UL
451630046142,23095603,2563,1,UL
C59990410101,23231012,2563,1,UL
532630024366,23084790,2563,1,UL
C59923170101,23229622,2563,1,UL
C59888870101,23228330,2563,1,UL
C59890050101,23228381,2563,1,UL
C59890820101,23228421,2563,1,UL
C59891370101,23228445,2563,1,UL
C59893140101,23228595,2563,1,UL
C59894360101,23228628,2563,1,UL
C59896190101,23228672,2563,1,UL
C59906810101,23229076,2563,1,UL
C59907350101,23229102,2563,1,UL
C59907460101,23229106,2563,1,UL
C59907780101,23229117,2563,1,UL
C59907800101,23229118,2563,1,UL
C59908130101,23229147,2563,1,UL
C59910860101,23229286,2563,1,UL
C59910880101,23229288,2563,1,UL
C59913020101,23229390,2563,1,UL
C59918130101,23229513,2563,1,UL
C59920090101,23229541,2563,1,UL
C59922420101,23229601,2563,1,UL
C59927600101,23229710,2563,1,UL
C59927690101,23229711,2563,1,UL
C59928490101,23229733,2563,1,UL
C59932770101,23229856,2563,1,UL
C59936350101,23229930,2563,1,UL
C59937230101,23229951,2563,1,UL
C59939660101,23230008,2563,1,UL
C59940540101,23230022,2563,1,UL
C59940680101,23230031,2563,1,UL
C59999880101,23231608,2563,1,UL
C60000020101,23231848,2563,1,UL
C60177290101,23238079,2563,1,UL
C60003500101,23232036,2563,1,UL
C60202610101,23238993,2563,1,UL
C60090470101,23234938,2563,1,UL
C60091910101,23235045,2563,1,UL
C59945940101,23230174,2563,1,UL
C59947640101,23230220,2563,1,UL
C59949870101,23230258,2563,1,UL
678630016086,23098150,2563,1,UL
C59956300101,23230433,2563,1,UL
C59957420101,23230456,2563,1,UL
C59958470101,23230503,2563,1,UL
C59960230101,23230586,2563,1,UL
987630110429,23089815,2563,1,UL
C59972180101,23230964,2563,1,UL
C59972940101,23230989,2563,1,UL
C59973510101,23231006,2563,1,UL
693630009214,23101293,2563,1,UL
C60158160101,23237479,2563,1,UL
630017131,23105691,2563,1,UL
655630019512,23088168,2563,1,UL
C59997810101,23231241,2563,1,UL
C59999100101,23230425,2563,1,UL
C59999150101,23230523,2563,1,UL
C59907940101,23229130,2563,1,UL
C59912760101,23229374,2563,1,UL
C59923690101,23229638,2563,1,UL
C59927280101,23229704,2563,1,UL
C59931520101,23229833,2563,1,UL
C59932610101,23229855,2563,1,UL
C59933660101,23229870,2563,1,UL
C59935080101,23229894,2563,1,UL
C59940100101,23230016,2563,1,UL
C59942460101,23230081,2563,1,UL
C59992850101,23231582,2563,1,UL
C59992890101,23231586,2563,1,UL
C59998450101,23231797,2563,1,UL
C60002500101,23231981,2563,1,UL
C60004210101,23232051,2563,1,UL
C60005900101,23232110,2563,1,UL
C60010480101,23232205,2563,1,UL
C60023020101,23232412,2563,1,UL
C60026440101,23232687,2563,1,UL
C60037460101,23233098,2563,1,UL
C60060220101,23233848,2563,1,UL
C60193830101,23238641,2563,1,UL
C60062300101,23233935,2563,1,UL
C60035610101,23233019,2563,1,UL
C60207880101,23239213,2563,1,UL
471630033494,23101378,2563,1,UL
C60213720101,23239462,2563,1,UL
451630057158,22978873,2563,1,ULIP
571630147675,22968121,2563,1,ULIP
C59957400101,23229743,2563,1,UL
C59949880101,23230259,2563,1,UL
C59953620101,23230328,2563,1,UL
C59960090101,23230572,2563,1,UL
C59960150101,23230578,2563,1,UL
C59960160101,23230579,2563,1,UL
C59960170101,23230580,2563,1,UL
C59960750101,23230601,2563,1,UL
C59961180101,23230616,2563,1,UL
C59961310101,23230622,2563,1,UL
C59961360101,23230627,2563,1,UL
C59962960101,23230688,2563,1,UL
C59963020101,23230694,2563,1,UL
534630026331,23093009,2563,1,UL
678630014746,23086385,2563,1,UL
C59965440101,23230771,2563,1,UL
C59966280101,23230786,2563,1,UL
C59969500101,23230885,2563,1,UL
C59970220101,23230900,2563,1,UL
C59970600101,23230908,2563,1,UL
C59973560101,23231010,2563,1,UL
451630033055,23086071,2563,1,UL
C59974550101,23231045,2563,1,UL
C59978780101,23231177,2563,1,UL
C59985970101,23231304,2563,1,UL
C59989360101,23231385,2563,1,UL
C59989390101,23231388,2563,1,UL
C59999090101,23230361,2563,1,UL
C59999160101,23230575,2563,1,UL
C59912220101,23229354,2563,1,UL
C59913660101,23229422,2563,1,UL
C59999320101,23230987,2563,1,UL
C59922560101,23229606,2563,1,UL
C59931340101,23229827,2563,1,UL
C59934730101,23229882,2563,1,UL
C59935820101,23229914,2563,1,UL
C59936040101,23229923,2563,1,UL
C59941840101,23230055,2563,1,UL
C59942440101,23230080,2563,1,UL
C59942530101,23230088,2563,1,UL
C59942560101,23230091,2563,1,UL
C59942620101,23230097,2563,1,UL
C59992430101,23231559,2563,1,UL
C59993040101,23231590,2563,1,UL
C59994910101,23231641,2563,1,UL
C59995250101,23231665,2563,1,UL
C59997460101,23231757,2563,1,UL
C59998050101,23231783,2563,1,UL
C60000530101,23231858,2563,1,UL
C60178750101,23238119,2563,1,UL
C60007550101,23232157,2563,1,UL
C60010650101,23232213,2563,1,UL
C60047900101,23233462,2563,1,UL
C60013110101,23232286,2563,1,UL
C60077420101,23234475,2563,1,UL
C60081490101,23234569,2563,1,UL
C60084040101,23234660,2563,1,UL
C60115560101,23235842,2563,1,UL
C60118040101,23235962,2563,1,UL
116630018450,23100925,2563,1,UL
C60227580101,23239930,2563,1,UL
C60252760101,23240646,2563,1,UL
C60268030101,23241047,2563,1,UL
C60221040101,23239635,2563,1,UL
C59945020101,23230139,2563,1,UL
C59955710101,23230419,2563,1,UL
C59959550101,23230555,2563,1,UL
C59960030101,23230567,2563,1,UL
C59960240101,23230587,2563,1,UL
C59960250101,23230588,2563,1,UL
C59963510101,23230723,2563,1,UL
C59963630101,23230731,2563,1,UL
994630058032,23084276,2563,1,UL
272630028243,23090012,2563,1,UL
C59972020101,23230951,2563,1,UL
C59981920101,23231242,2563,1,UL
651630024278,23109344,2563,1,UL
C59989530101,23231402,2563,1,UL
847630003516,22971736,2563,1,UL
C59999120101,23230514,2563,1,UL
C59999310101,23230982,2563,1,UL
C59935830101,23229915,2563,1,UL
C59942500101,23230085,2563,1,UL
C59992750101,23231578,2563,1,UL
C59992990101,23231588,2563,1,UL
C59995880101,23231693,2563,1,UL
C59998470101,23231799,2563,1,UL
C60002760101,23231997,2563,1,UL
C60003250101,23232029,2563,1,UL
451630057316,23095099,2563,1,UL
C60005040101,23232083,2563,1,UL
C60018680101,23232465,2563,1,UL
C60020070101,23232522,2563,1,UL
C60032690101,23232918,2563,1,UL
C60034830101,23232988,2563,1,UL
C60037570101,23233107,2563,1,UL
C60067930101,23234132,2563,1,UL
C60072200101,23234336,2563,1,UL
C60116930101,23235909,2563,1,UL
C60142340101,23236779,2563,1,UL
C60243100101,23240417,2563,1,UL
C59869920101,23227629,2563,1,ULIP
695630009815,23086804,2563,1,UL
C60200500101,23238896,2563,1,UL
C59954040101,23230359,2563,1,UL
C59954390101,23230384,2563,1,UL
C59954780101,23230391,2563,1,UL
C59955910101,23230423,2563,1,UL
C59956080101,23230427,2563,1,UL
C59956240101,23230430,2563,1,UL
C59957690101,23230462,2563,1,UL
C59960790101,23230602,2563,1,UL
C59961030101,23230607,2563,1,UL
C59961350101,23230626,2563,1,UL
C59963640101,23230732,2563,1,UL
C60144520101,23236896,2563,1,UL
C60145190101,23236925,2563,1,UL
C60154940101,23237321,2563,1,UL
C60155870101,23237367,2563,1,UL
C60108080101,23235601,2563,1,UL
451630046128,23096912,2563,1,UL
C59964090101,23230744,2563,1,UL
C59966160101,23230784,2563,1,UL
C59966340101,23230790,2563,1,UL
C59966410101,23230793,2563,1,UL
C59967310101,23230810,2563,1,UL
C59967340101,23230813,2563,1,UL
C59967810101,23230835,2563,1,UL
C59971810101,23230936,2563,1,UL
C59972660101,23230974,2563,1,UL
C59974340101,23231039,2563,1,UL
C59974920101,23231063,2563,1,UL
C59975820101,23231092,2563,1,UL
451630046130,23101725,2563,1,UL
C59976050101,23231104,2563,1,UL
C59978760101,23231175,2563,1,UL
C59979400101,23231192,2563,1,UL
C59981340101,23231210,2563,1,UL
C59981410101,23231215,2563,1,UL
C59981430101,23231217,2563,1,UL
C59981690101,23231230,2563,1,UL
C59981810101,23231239,2563,1,UL
C59981990101,23231249,2563,1,UL
C59982440101,23231267,2563,1,UL
C59982590101,23231280,2563,1,UL
C59985920101,23231225,2563,1,UL
C59985470101,23231301,2563,1,UL
C59985740101,23231303,2563,1,UL
C59986000101,23231305,2563,1,UL
C59986420101,23231308,2563,1,UL
C59988630101,23231339,2563,1,UL
C59989260101,23231376,2563,1,UL
C59989560101,23231405,2563,1,UL
451630049395,23100371,2563,1,UL
C59990070101,23231455,2563,1,UL
C60170430101,23237859,2563,1,UL
C60172160101,23237909,2563,1,UL
C59978030101,23231149,2563,1,UL
C60173440101,23237778,2563,1,UL
