rpno,policyno,paydate,mode,type
C54637410101,23083393,2562,1,UL
C54660800101,23083754,2562,1,UL
C54661090101,23083769,2562,1,UL
C54661150101,23083773,2562,1,UL
C54661480101,23083789,2562,1,UL
C54663340101,23083860,2562,1,UL
C54666170101,23083904,2562,1,UL
C54685640101,23084219,2562,1,UL
C54685660101,23084221,2562,1,UL
C54685700101,23084223,2562,1,UL
C54697000101,23084457,2562,1,UL
C54697200101,23084464,2562,1,UL
C54771690101,23085739,2562,1,UL
C54947450101,23089807,2562,1,UL
939620007225,22957729,2562,1,UL
C54686560101,23084270,2562,1,UL
C54702640101,23084613,2562,1,UL
C54719720101,23084962,2562,1,UL
C55791500101,23109393,2562,1,UL
0000C5459531,39981439,2562,1,OL
C54671770101,23083982,2562,1,UL
C54723920101,23085085,2562,1,UL
C54866260101,23087534,2562,1,UL
C55048820101,23092637,2562,1,UL
182620005950,22956028,2562,1,UL
182620005951,22956054,2562,1,UL
C54701910101,23084586,2562,1,UL
C54736660101,23085340,2562,1,UL
C54619890101,23082969,2562,1,ULIP
C54696850101,23084456,2562,1,UL
C54728840101,23085237,2562,1,UL
C54744220101,23085538,2562,1,UL
C54832120101,23086764,2562,1,UL
C55106270101,23093865,2562,1,UL
C55106310101,23093867,2562,1,UL
C55195460101,23094998,2562,1,UL
C55210970101,23095081,2562,1,UL
C55439420101,23101363,2562,1,UL
C55485080101,23102493,2562,1,UL
C54634880101,23083329,2562,1,ULIP
994620035959,22958807,2562,1,UL
994620035960,22959863,2562,1,UL
C54707740101,23084810,2562,1,UL
C54728420101,23085217,2562,1,UL
C54915330101,23088891,2562,1,UL
C54742630101,23085478,2562,1,UL
C54775530101,23085792,2562,1,UL
C54734390101,23085296,2562,1,UL
C54741620101,23085461,2562,1,UL
C54747940101,23085628,2562,1,UL
C54775490101,23085788,2562,1,UL
C54775880101,23085804,2562,1,UL
C54793150101,23086071,2562,1,UL
C54797900101,23086144,2562,1,UL
C54807070101,23086295,2562,1,UL
C54897400101,23088473,2562,1,UL
C54931220101,23089357,2562,1,UL
C54989050101,23091001,2562,1,UL
C55042660101,23092436,2562,1,UL
C55279740101,23096435,2562,1,UL
C55406800101,23100377,2562,1,UL
7620141070,22830685,2562,1,ULIP
C54655830101,23083627,2562,1,ULIP
C54655910101,23083632,2562,1,ULIP
0000C5466441,39981790,2562,1,OL
0000C5466527,39981876,2562,1,OL
74620009437,22959341,2562,1,UL
C54777110101,23085845,2562,1,UL
C54782240101,23085951,2562,1,UL
C54800190101,23086161,2562,1,UL
C54805040101,23086258,2562,1,UL
C54806630101,23086283,2562,1,UL
C54809240101,23086348,2562,1,UL
C54812260101,23086404,2562,1,UL
C54814270101,23086437,2562,1,UL
C54868260101,23087597,2562,1,UL
C54888050101,23088267,2562,1,UL
C54926030101,23089185,2562,1,UL
C54938820101,23089484,2562,1,UL
C54947540101,23089815,2562,1,UL
C54957530101,23090098,2562,1,UL
C55093270101,23093582,2562,1,UL
C55093300101,23093584,2562,1,UL
C55187040101,23094769,2562,1,UL
C55187970101,23094805,2562,1,UL
571620117955,22968121,2562,1,ULIP
371620028518,22965422,2562,1,UL
C54794030101,23086088,2562,1,UL
C54822180101,23086563,2562,1,UL
C54852100101,23087300,2562,1,UL
C54866210101,23087530,2562,1,UL
C54870250101,23087629,2562,1,UL
C54870490101,23087637,2562,1,UL
C54874250101,23087791,2562,1,UL
C54878630101,23087973,2562,1,UL
C54881900101,23088124,2562,1,UL
C54883850101,23088168,2562,1,UL
C54886060101,23088222,2562,1,UL
C54954700101,23090012,2562,1,UL
C54976490101,23090562,2562,1,UL
C55021170101,23091893,2562,1,UL
C55021300101,23091901,2562,1,UL
C55067750101,23093009,2562,1,UL
C55106860101,23093878,2562,1,UL
945620000167,22963658,2562,1,ULIP
81620028077,22960211,2562,1,UL
93620007436,22968880,2562,1,UL
96620007602,22965454,2562,1,UL
C54811400101,23086385,2562,1,UL
C54833530101,23086804,2562,1,UL
C54837990101,23086938,2562,1,UL
C54846830101,23087121,2562,1,UL
C54852050101,23087296,2562,1,UL
C54882530101,23088153,2562,1,UL
C54896890101,23088452,2562,1,UL
C54933230101,23089371,2562,1,UL
C54944230101,23089704,2562,1,UL
C54952070101,23089946,2562,1,UL
C55006690101,23091491,2562,1,UL
C54821610101,23086547,2562,1,UL
C54834770101,23086836,2562,1,UL
C54837430101,23086923,2562,1,UL
C54846930101,23087130,2562,1,UL
C54855150101,23087412,2562,1,UL
C54866190101,23087529,2562,1,UL
C54866870101,23087550,2562,1,UL
C54873390101,23087747,2562,1,UL
C54873610101,23087757,2562,1,UL
C54873680101,23087764,2562,1,UL
C54875910101,23087851,2562,1,UL
C54875970101,23087855,2562,1,UL
C54876030101,23087860,2562,1,UL
C54876750101,23087887,2562,1,UL
C54876890101,23087894,2562,1,UL
C54877200101,23087910,2562,1,UL
C54877360101,23087912,2562,1,UL
C54879760101,23088017,2562,1,UL
C54882390101,23088140,2562,1,UL
C54882410101,23088142,2562,1,UL
C54884920101,23088184,2562,1,UL
C54885180101,23088192,2562,1,UL
C54895760101,23088414,2562,1,UL
C55037520101,23088449,2562,1,UL
C54897320101,23088469,2562,1,UL
C54901820101,23088582,2562,1,UL
C54921420101,23089045,2562,1,UL
C54929720101,23089308,2562,1,UL
C54930670101,23089336,2562,1,UL
C54933970101,23089374,2562,1,UL
C54937360101,23089460,2562,1,UL
C54944220101,23089703,2562,1,UL
C54945920101,23089751,2562,1,UL
C54950580101,23089927,2562,1,UL
C54950840101,23089944,2562,1,UL
C54952400101,23089956,2562,1,UL
C54958300101,23090116,2562,1,UL
C55000560101,23091293,2562,1,UL
C55026390101,23092016,2562,1,UL
C55027180101,23092036,2562,1,UL
C55027590101,23092045,2562,1,UL
C55028380101,23092064,2562,1,UL
C55061130101,23092860,2562,1,UL
C55061810101,23092877,2562,1,UL
C55086950101,23093430,2562,1,UL
C55186500101,23094759,2562,1,UL
C55211740101,23095099,2562,1,UL
C55244580101,23095595,2562,1,UL
C55289140101,23096674,2562,1,UL
C55298000101,23096949,2562,1,UL
C55327250101,23097480,2562,1,UL
C55383810101,23099768,2562,1,UL
C55427760101,23101099,2562,1,UL
C55491510101,23102610,2562,1,UL
C55549860101,23103325,2562,1,UL
C56050660101,23115958,2562,1,UL
833620008952,22959448,2562,1,ULIP
945620000170,22958770,2562,1,ULIP
C54746840101,23085599,2562,1,ULIP
C54751960101,23085685,2562,1,ULIP
0000C5475417,39982509,2562,1,OL
C54940470101,23089538,2562,1,UL
C54758360101,23085689,2562,1,ULIP
C55029900101,23092115,2562,1,UL
C55186750101,23094762,2562,1,UL
C55452210101,23101729,2562,1,UL
937620021661,22971736,2562,1,UL
C54957390101,23090093,2562,1,UL
C55486630101,23102520,2562,1,UL
C55497290101,23102838,2562,1,UL
C54964440101,23090356,2562,1,UL
C54986990101,23090908,2562,1,UL
C54987590101,23090930,2562,1,UL
C54938460101,23088723,2562,1,UL
C55094000101,23090572,2562,1,UL
C54999720101,23091267,2562,1,UL
C55243000101,23095572,2562,1,UL
C55527380101,23103646,2562,1,UL
C54963550101,23090332,2562,1,UL
C54975500101,23090529,2562,1,UL
C54987040101,23090909,2562,1,UL
C54992220101,23091057,2562,1,UL
C55416440101,23100789,2562,1,UL
939620008411,22975051,2562,1,UL
C54982940101,23090767,2562,1,UL
C54997030101,23091165,2562,1,UL
C55009860101,23091551,2562,1,UL
C55030120101,23092121,2562,1,UL
C55079350101,23093225,2562,1,UL
C55094050101,23093597,2562,1,UL
C55114600101,23093982,2562,1,UL
C55287280101,23096596,2562,1,UL
C55443180101,23101462,2562,1,UL
945620000182,22975047,2562,1,ULIP
C55018620101,23091808,2562,1,UL
C55021090101,23091887,2562,1,UL
C55032650101,23092194,2562,1,UL
C55019530101,23091836,2562,1,UL
C55022680101,23091956,2562,1,UL
C55026880101,23092030,2562,1,UL
C55435130101,23101293,2562,1,UL
0000C5495389,39983313,2562,1,OL
C55015960101,23091685,2562,1,UL
C55020970101,23091881,2562,1,UL
C55035820101,23092284,2562,1,UL
C55049120101,23092654,2562,1,UL
C55252430101,23094721,2562,1,UL
C55427910101,23101113,2562,1,UL
C55496880101,23102830,2562,1,UL
C55408200101,23100433,2562,1,UL
C56022660101,23113281,2562,1,UL
61620062725,22975306,2562,1,ULIP
698620014473,22965178,2562,1,UL
C55051760101,23092755,2562,1,UL
C55054000101,23092832,2562,1,UL
C55065650101,23092939,2562,1,UL
C55071850101,23092950,2562,1,UL
C55069810101,23093075,2562,1,UL
C55070060101,23093086,2562,1,UL
C55070080101,23093087,2562,1,UL
C55088160101,23093471,2562,1,UL
C55134850101,23094333,2562,1,UL
C55140670101,23094452,2562,1,UL
C55140750101,23094454,2562,1,UL
C55310510101,23097243,2562,1,UL
C55461720101,23101987,2562,1,UL
181620020553,22964348,2562,1,ULIP
181620020554,22964350,2562,1,ULIP
945620000191,22975049,2562,1,ULIP
543620019001,22971149,2562,1,UL
C55044680101,23092490,2562,1,UL
C55064200101,23092910,2562,1,UL
C55081070101,23093253,2562,1,UL
C55081960101,23093275,2562,1,UL
C55088260101,23093473,2562,1,UL
C55099540101,23093712,2562,1,UL
C55112890101,23093950,2562,1,UL
C55252490101,23094832,2562,1,UL
C55460920101,23101972,2562,1,UL
543620019033,22986412,2562,1,UL
C55080750101,23093236,2562,1,UL
C55082310101,23093291,2562,1,UL
C55082840101,23093318,2562,1,UL
C55083760101,23093356,2562,1,UL
C55086940101,23093429,2562,1,UL
C55101040101,23093765,2562,1,UL
C55113700101,23093963,2562,1,UL
C55296640101,23096912,2562,1,UL
945620000198,22845934,2562,1,ULIP
0000C5502473,39983587,2562,1,OL
471620027074,22976211,2562,1,UL
471620027075,22976567,2562,1,UL
C55098890101,23093693,2562,1,UL
C55099870101,23093723,2562,1,UL
C55101120101,23093771,2562,1,UL
C55106120101,23093861,2562,1,UL
C55111190101,23093927,2562,1,UL
C55120550101,23094094,2562,1,UL
C55248730101,23095657,2562,1,UL
C55339510101,23098178,2562,1,UL
C55348950101,23098535,2562,1,UL
C55392940101,23100086,2562,1,UL
C55397820101,23100309,2562,1,UL
C55694970101,23106362,2562,1,UL
C55748800101,23108107,2562,1,UL
C56173310101,23119995,2562,1,UL
21620009265,22966652,2562,1,ULIP
21620009266,22966650,2562,1,ULIP
451620055931,22978873,2562,1,ULIP
C55082810101,23093317,2562,1,UL
C55112110101,23093933,2562,1,UL
C55122730101,23094135,2562,1,UL
C55127710101,23094242,2562,1,UL
C55133070101,23094315,2562,1,UL
C55408170101,23095188,2562,1,UL
C55229800101,23095399,2562,1,UL
C55244850101,23095601,2562,1,UL
571620092543,22973867,2562,1,UL
987620128600,22978136,2562,1,UL
C55124240101,23094161,2562,1,UL
C55138490101,23094379,2562,1,UL
C55252920101,23094705,2562,1,UL
C55225480101,23095293,2562,1,UL
C55245020101,23095603,2562,1,UL
C55453160101,23099636,2562,1,UL
C55420290101,23100925,2562,1,UL
C55435210101,23101300,2562,1,UL
451620056055,22976927,2562,1,ULIP
0000C5507390,39983800,2562,1,OL
0000C5507396,39983806,2562,1,OL
C55187960101,23094804,2562,1,UL
C55666890101,23105659,2562,1,UL
C55745790101,23107982,2562,1,UL
61620063133,22975046,2562,1,ULIP
C55086960101,23093431,2562,1,ULIP
994620047890,22972195,2562,1,UL
C55124650101,23094168,2562,1,UL
C55139850101,23094425,2562,1,UL
C55192040101,23094951,2562,1,UL
C55192080101,23094952,2562,1,UL
C55272920101,23096170,2562,1,UL
C55273770101,23096208,2562,1,UL
C55292210101,23096760,2562,1,UL
C55294020101,23096813,2562,1,UL
C55296450101,23096906,2562,1,UL
C55309590101,23097211,2562,1,UL
C55322340101,23097664,2562,1,UL
C55368030101,23099221,2562,1,UL
C55410710101,23100523,2562,1,UL
62620032683,22975808,2562,1,ULIP
945620000204,22967177,2562,1,ULIP
C55183080101,23094710,2562,1,UL
C55188160101,23094813,2562,1,UL
C55252960101,23095156,2562,1,UL
C55229790101,23095398,2562,1,UL
C55310210101,23095626,2562,1,UL
C55276700101,23096346,2562,1,UL
C55288140101,23096645,2562,1,UL
C55290960101,23096691,2562,1,UL
C55291060101,23096698,2562,1,UL
C55300180101,23097054,2562,1,UL
C55315790101,23097436,2562,1,UL
C55335540101,23098034,2562,1,UL
C55461740101,23100711,2562,1,UL
C55637730101,23105359,2562,1,UL
571620141061,22964877,2562,1,UL
C55276920101,23096356,2562,1,UL
C55298010101,23096442,2562,1,UL
C55293650101,23096795,2562,1,UL
C55297360101,23096929,2562,1,UL
C55297870101,23096946,2562,1,UL
C55323490101,23097736,2562,1,UL
C55324320101,23097792,2562,1,UL
C55332440101,23097959,2562,1,UL
C55333930101,23097993,2562,1,UL
C55336780101,23098081,2562,1,UL
C55337960101,23098117,2562,1,UL
C55445630101,23098804,2562,1,UL
C55356160101,23098881,2562,1,UL
C55384210101,23099778,2562,1,UL
C55437110101,23101330,2562,1,UL
C55452150101,23101725,2562,1,UL
C55476480101,23102179,2562,1,UL
C55498800101,23102887,2562,1,UL
C55520540101,23103439,2562,1,UL
C55545590101,23104046,2562,1,UL
C55607240101,23104837,2562,1,UL
C55993690101,23115068,2562,1,UL
C55146110101,23094567,2562,1,ULIP
C55146400101,23094570,2562,1,ULIP
C55224880101,23095272,2562,1,UL
C55226600101,23095329,2562,1,UL
C55228380101,23095368,2562,1,UL
C55259970101,23095923,2562,1,UL
C55273600101,23096204,2562,1,UL
C55280980101,23096479,2562,1,UL
C55306900101,23097141,2562,1,UL
C55310970101,23097262,2562,1,UL
C55317280101,23097498,2562,1,UL
C55317720101,23097516,2562,1,UL
C55322950101,23097697,2562,1,UL
C55338030101,23098123,2562,1,UL
C55338790101,23098150,2562,1,UL
C55341500101,23098274,2562,1,UL
C55342540101,23098309,2562,1,UL
C55343380101,23098349,2562,1,UL
C55345010101,23098400,2562,1,UL
C55347800101,23098496,2562,1,UL
C55352010101,23098665,2562,1,UL
C55352320101,23098677,2562,1,UL
C55352410101,23098680,2562,1,UL
C55354430101,23098795,2562,1,UL
C55354930101,23098815,2562,1,UL
C55355060101,23098823,2562,1,UL
C55357990101,23098953,2562,1,UL
C55364230101,23099126,2562,1,UL
C55373140101,23099398,2562,1,UL
C55373410101,23099417,2562,1,UL
C55373420101,23099418,2562,1,UL
C55376750101,23099578,2562,1,UL
C55382120101,23099722,2562,1,UL
C55382590101,23099729,2562,1,UL
C55387530101,23099862,2562,1,UL
C55391670101,23100047,2562,1,UL
C55391870101,23100051,2562,1,UL
C55435170101,23101297,2562,1,UL
C55451740101,23101715,2562,1,UL
C55465530101,23102107,2562,1,UL
C55500980101,23102925,2562,1,UL
C55520840101,23103450,2562,1,UL
C55521200101,23103460,2562,1,UL
C55562730101,23104268,2562,1,UL
C55580600101,23104467,2562,1,UL
C55671280101,23105745,2562,1,UL
C55672460101,23105784,2562,1,UL
C56568220101,23130607,2562,1,UL
945620000208,22841345,2562,1,ULIP
532620024683,22977785,2562,1,UL
541620023413,22972565,2562,1,UL
939620013562,22971358,2562,1,UL
C55279450101,23096414,2562,1,UL
C55319920101,23097587,2562,1,UL
C55451230101,23101701,2562,1,UL
939620014703,22974511,2562,1,UL
939620014704,22974288,2562,1,UL
C55294810101,23096857,2562,1,UL
C55374510101,23099461,2562,1,UL
C55393240101,23100098,2562,1,UL
C55503870101,23100162,2562,1,UL
C55417300101,23100837,2562,1,UL
C55453940101,23101760,2562,1,UL
C55499070101,23102890,2562,1,UL
C55502240101,23102940,2562,1,UL
C55510490101,23103155,2562,1,UL
C55635430101,23105334,2562,1,UL
C55237600101,23095495,2562,1,ULIP
0000C5523857,39984635,2562,1,OL
C55306120101,23097105,2562,1,UL
C55375720101,23099522,2562,1,UL
C55405290101,23100319,2562,1,UL
C55411730101,23100575,2562,1,UL
C56034510101,23115691,2562,1,UL
571620150049,22977809,2562,1,ULIP
17620044984,22981430,2562,1,UL
C55351540101,23098637,2562,1,UL
C55387550101,23099864,2562,1,UL
C55406730101,23100371,2562,1,UL
C55413150101,23100640,2562,1,UL
C55580700101,23104468,2562,1,UL
61620066751,22977372,2562,1,ULIP
C55339050101,23098160,2562,1,UL
C55384050101,23099775,2562,1,UL
C55407710101,23100418,2562,1,UL
C55410750101,23100527,2562,1,UL
C55426600101,23101043,2562,1,UL
994620054295,22979725,2562,1,UL
C55394540101,23100161,2562,1,UL
C55411340101,23100555,2562,1,UL
C55412280101,23100606,2562,1,UL
C55430550101,23101190,2562,1,UL
C55458370101,23101881,2562,1,UL
816620012520,22848423,2562,1,ULIP
471620021772,22973471,2562,1,UL
C55405740101,23100333,2562,1,UL
C55407490101,23100405,2562,1,UL
C55414310101,23100692,2562,1,UL
C55430140101,23101183,2562,1,UL
C55434250101,23101263,2562,1,UL
C55606050101,23104814,2562,1,UL
C55882220101,23112066,2562,1,UL
571620163258,22974028,2562,1,ULIP
C55461760101,23100598,2562,1,UL
C55414250101,23100688,2562,1,UL
C55423520101,23100969,2562,1,UL
C55423940101,23100971,2562,1,UL
C55427840101,23101106,2562,1,UL
C55428160101,23101125,2562,1,UL
C55429950101,23101178,2562,1,UL
C55440990101,23101404,2562,1,UL
C55634580101,23101454,2562,1,UL
C55453350101,23101754,2562,1,UL
C55476110101,23102162,2562,1,UL
C55483530101,23102456,2562,1,UL
C55918380101,23113105,2562,1,UL
C56680640101,23134377,2562,1,UL
C55462250101,23101312,2562,1,UL
C55436670101,23101319,2562,1,UL
C55442240101,23101416,2562,1,UL
C55352930101,23098708,2562,1,ULIP
620017011,22021341,2562,1,UL
81620027438,22975086,2562,1,UL
C55439940101,23101378,2562,1,UL
C55442490101,23101431,2562,1,UL
C55464020101,23102055,2562,1,UL
C55477350101,23102200,2562,1,UL
C55493500101,23102694,2562,1,UL
C55687420101,23106184,2562,1,UL
C55436360101,23101314,2562,1,UL
C55455890101,23101820,2562,1,UL
C55460660101,23101963,2562,1,UL
C55460910101,23101971,2562,1,UL
C55464560101,23102071,2562,1,UL
C55488860101,23102553,2562,1,UL
C55630070101,23105265,2562,1,UL
C55671850101,23105758,2562,1,UL
C55709740101,23106829,2562,1,UL
C55803670101,23109801,2562,1,UL
C55390610101,23100014,2562,1,ULIP
0000C5539840,39985311,2562,1,OL
C55477860101,23102226,2562,1,UL
C55481370101,23102376,2562,1,UL
945620000220,22986882,2562,1,ULIP
C55435230101,23101302,2562,1,UL
C55451300101,23101706,2562,1,UL
C55475860101,23102153,2562,1,UL
C55476440101,23102176,2562,1,UL
C55504730101,23102978,2562,1,UL
C55507440101,23103041,2562,1,UL
C55508520101,23103063,2562,1,UL
C55508610101,23103071,2562,1,UL
471620027089,22980314,2562,1,UL
994620054304,22982714,2562,1,UL
C55586590101,23103735,2562,1,UL
C55563840101,23104295,2562,1,UL
C55634270101,23105314,2562,1,UL
C55682570101,23106095,2562,1,UL
C55504820101,23102983,2562,1,UL
C55517140101,23103365,2562,1,UL
C55545970101,23104062,2562,1,UL
C55546850101,23104094,2562,1,UL
C55629940101,23105261,2562,1,UL
C55819160101,23110199,2562,1,UL
C55516450101,23103338,2562,1,UL
C55518420101,23103397,2562,1,UL
C55524580101,23103568,2562,1,UL
C55525470101,23103605,2562,1,UL
C55530520101,23103716,2562,1,UL
C55538480101,23103796,2562,1,UL
C55566270101,23104316,2562,1,UL
C55668300101,23105691,2562,1,UL
C55748830101,23108110,2562,1,UL
C56107580101,23117629,2562,1,UL
C56384370101,23126418,2562,1,UL
7620167561,22989237,2562,1,UL
817620010441,22982679,2562,1,UL
817620010451,22985520,2562,1,UL
994620054292,22975237,2562,1,UL
C55544170101,23103991,2562,1,UL
C55587800101,23104563,2562,1,UL
571620103917,22983842,2562,1,UL
C55540730101,23103859,2562,1,UL
C55849180101,23111037,2562,1,UL
C56272430101,23123422,2562,1,UL
7620167571,22989963,2562,1,UL
C55556580101,23104154,2562,1,UL
C55562160101,23104242,2562,1,UL
C55565320101,23104304,2562,1,UL
C55731810101,23107516,2562,1,UL
C56133220101,23118503,2562,1,UL
C55590330101,23104646,2562,1,UL
C55667710101,23105682,2562,1,UL
C55783850101,23109188,2562,1,UL
C55898530101,23112560,2562,1,UL
7620196232,22850796,2562,1,ULIP
7620196233,22850794,2562,1,ULIP
0000C5565189,39986403,2562,1,OL
C55619460101,23105096,2562,1,UL
C55633140101,23105298,2562,1,UL
C55638710101,23105382,2562,1,UL
C55642160101,23105446,2562,1,UL
C55642380101,23105455,2562,1,UL
C55687950101,23106198,2562,1,UL
C55691340101,23106309,2562,1,UL
C55696410101,23106485,2562,1,UL
C55715640101,23107015,2562,1,UL
0000C5553115,39985716,2562,1,OL
571620103910,22451055,2562,1,UL
571620121052,22151262,2562,1,UL
994620054302,22980643,2562,1,UL
994620054303,22982694,2562,1,UL
C55612280101,23104899,2562,1,UL
C55648710101,23105522,2562,1,UL
C55672080101,23105774,2562,1,UL
C55779480101,23109049,2562,1,UL
C55887800101,23112251,2562,1,UL
C55972880101,23114496,2562,1,UL
C56223390101,23121639,2562,1,UL
7620140488,22981491,2562,1,UL
C55618590101,23105065,2562,1,UL
C55626470101,23105216,2562,1,UL
C55649530101,23105532,2562,1,UL
C55677240101,23105944,2562,1,UL
C55685400101,23106122,2562,1,UL
C55699920101,23106616,2562,1,UL
C55708870101,23106813,2562,1,UL
C55736120101,23107693,2562,1,UL
C55892280101,23112378,2562,1,UL
C56297560101,23124061,2562,1,UL
C56555260101,23130153,2562,1,UL
651620033826,22855911,2562,1,ULIP
945620000235,22977447,2562,1,ULIP
945620000238,22978979,2562,1,ULIP
571620103911,22983982,2562,1,UL
939620022424,22994173,2562,1,UL
C55665990101,23105639,2562,1,UL
C55670090101,23105720,2562,1,UL
C55673900101,23105819,2562,1,UL
C55675390101,23105868,2562,1,UL
C55675860101,23105890,2562,1,UL
C55676310101,23105912,2562,1,UL
C55686740101,23106170,2562,1,UL
C55814240101,23106269,2562,1,UL
C55690570101,23106277,2562,1,UL
C55690940101,23106300,2562,1,UL
C55694140101,23106421,2562,1,UL
C55694220101,23106422,2562,1,UL
C55696080101,23106469,2562,1,UL
C55698860101,23106567,2562,1,UL
C55700160101,23106621,2562,1,UL
C55700260101,23106624,2562,1,UL
C55700350101,23106628,2562,1,UL
C55704550101,23106729,2562,1,UL
C55707970101,23106796,2562,1,UL
C55712770101,23106913,2562,1,UL
C55720800101,23107205,2562,1,UL
C55724210101,23107286,2562,1,UL
C55731850101,23107519,2562,1,UL
C55731990101,23107524,2562,1,UL
C55735520101,23107671,2562,1,UL
C55747400101,23108045,2562,1,UL
C55764040101,23108540,2562,1,UL
C55781890101,23109109,2562,1,UL
C55791570101,23109399,2562,1,UL
C55855220101,23111259,2562,1,UL
C55860700101,23111415,2562,1,UL
C55897180101,23112509,2562,1,UL
C56021720101,23115411,2562,1,UL
475620010808,22860836,2562,1,ULIP
0000C5557338,39986072,2562,1,OL
281620033548,22984375,2562,1,UL
471620027090,22978537,2562,1,UL
C55645240101,23105482,2562,1,UL
C55689680101,23106252,2562,1,UL
C55690540101,23106274,2562,1,UL
C55700510101,23106629,2562,1,UL
C55711070101,23106726,2562,1,UL
C55704740101,23106733,2562,1,UL
C55709130101,23106819,2562,1,UL
C55712910101,23106918,2562,1,UL
C55731620101,23107021,2562,1,UL
C55717000101,23107061,2562,1,UL
C55718500101,23107116,2562,1,UL
C55719190101,23107173,2562,1,UL
C55729650101,23107430,2562,1,UL
C55731170101,23107493,2562,1,UL
C55732400101,23107542,2562,1,UL
C55732550101,23107548,2562,1,UL
C55733240101,23107575,2562,1,UL
C55733470101,23107594,2562,1,UL
C55733640101,23107607,2562,1,UL
C55736940101,23107741,2562,1,UL
C55737340101,23107771,2562,1,UL
C55741070101,23107839,2562,1,UL
C55758390101,23107848,2562,1,UL
C55742000101,23107865,2562,1,UL
C55742900101,23107885,2562,1,UL
C55742970101,23107888,2562,1,UL
C55745730101,23107979,2562,1,UL
C55746240101,23107999,2562,1,UL
C55758400101,23108071,2562,1,UL
C55749140101,23108121,2562,1,UL
C55760480101,23108406,2562,1,UL
C55761140101,23108437,2562,1,UL
C55762470101,23108497,2562,1,UL
C55762790101,23108505,2562,1,UL
C55772870101,23108911,2562,1,UL
C55782110101,23109113,2562,1,UL
C55783460101,23109164,2562,1,UL
C55789400101,23109317,2562,1,UL
C55830750101,23109344,2562,1,UL
C55790900101,23109368,2562,1,UL
C55791620101,23109404,2562,1,UL
C55793480101,23109478,2562,1,UL
C55802840101,23109779,2562,1,UL
C55803230101,23109789,2562,1,UL
C55876220101,23111883,2562,1,UL
C55887230101,23112231,2562,1,UL
C55893080101,23112392,2562,1,UL
C55893620101,23112400,2562,1,UL
C55896240101,23112469,2562,1,UL
C55947970101,23113825,2562,1,UL
C56053750101,23116011,2562,1,UL
C56081000101,23116821,2562,1,UL
C56101230101,23117420,2562,1,UL
C56351300101,23125723,2562,1,UL
C55592410101,23104717,2562,1,ULIP
571620121056,22984137,2562,1,UL
C55689070101,23106234,2562,1,UL
C55760030101,23108380,2562,1,UL
C56629340101,23132652,2562,1,UL
C55614640101,23104969,2562,1,ULIP
C55614800101,23104971,2562,1,ULIP
573620040658,22962149,2562,1,UL
C55783730101,23109182,2562,1,UL
C56144990101,23118920,2562,1,UL
0000C5565485,39986519,2562,1,OL
C55795560101,23109523,2562,1,UL
C55743770101,23107916,2562,1,UL
C56141710101,23118826,2562,1,UL
C55795430101,23109516,2562,1,UL
C55798580101,23109613,2562,1,UL
C55836440101,23110669,2562,1,UL
C55839280101,23110782,2562,1,UL
61620080128,22989860,2562,1,ULIP
C55799500101,23109662,2562,1,UL
C55835420101,23110621,2562,1,UL
C55874220101,23111831,2562,1,UL
C56302050101,23124263,2562,1,UL
7620225166,22851402,2562,1,ULIP
7620225167,22851404,2562,1,ULIP
C55872670101,23111752,2562,1,UL
C56087470101,23117038,2562,1,UL
C56228520101,23121823,2562,1,UL
281620037530,22956423,2562,1,UL
C55791930101,23109423,2562,1,UL
C55856690101,23111336,2562,1,UL
C55865170101,23111523,2562,1,UL
C55876560101,23111891,2562,1,UL
C55913330101,23112926,2562,1,UL
C55944850101,23113770,2562,1,UL
C56048630101,23115916,2562,1,UL
945620000252,22996303,2562,1,ULIP
C55849230101,23111041,2562,1,UL
C55856780101,23111343,2562,1,UL
C55972420101,23114480,2562,1,UL
C56047840101,23115904,2562,1,UL
C56143260101,23118890,2562,1,UL
620020013,22752466,2562,1,UL
182620015862,22956123,2562,1,UL
939620027555,22018868,2562,1,UL
939620027556,22989655,2562,1,UL
C55856130101,23111304,2562,1,UL
C55861390101,23111436,2562,1,UL
C55873860101,23111809,2562,1,UL
C55881490101,23112036,2562,1,UL
C55881810101,23112046,2562,1,UL
C55885720101,23112160,2562,1,UL
C55895400101,23112450,2562,1,UL
C55908840101,23112768,2562,1,UL
C56227380101,23121778,2562,1,UL
C55759400101,23108357,2562,1,ULIP
C55869500101,23111651,2562,1,UL
C55872710101,23111755,2562,1,UL
C55877460101,23111909,2562,1,UL
C55912060101,23112875,2562,1,UL
C55970100101,23114401,2562,1,UL
C56030820101,23115628,2562,1,UL
945620000257,22988485,2562,1,ULIP
411620061808,22987403,2562,1,UL
471620034239,22986712,2562,1,UL
C55872010101,23111727,2562,1,UL
C55880150101,23112000,2562,1,UL
C55880600101,23112013,2562,1,UL
C55886450101,23112195,2562,1,UL
C55887050101,23112219,2562,1,UL
C55897340101,23112515,2562,1,UL
C55914230101,23112950,2562,1,UL
C55915070101,23112979,2562,1,UL
C55921340101,23113228,2562,1,UL
C55954720101,23114032,2562,1,UL
C56311260101,23124495,2562,1,UL
854620005999,22987355,2562,1,ULIP
854620006000,22988737,2562,1,ULIP
620020276,22466975,2562,1,UL
571620163221,22994323,2562,1,UL
C55867690101,23111587,2562,1,UL
