,applicationid,applicationno,agentid,updatedate,
,42902,620001512,0000027292,2019-06-13 22:25:45.128,
,43103,620001717,0000027292,2019-06-13 22:25:45.127,
,43303,620001922,0000027292,2019-06-13 22:25:45.126,
,43203,620001814,0000027292,2019-06-13 22:25:45.126,
,43486,620002115,0000027292,2019-06-13 22:25:45.125,
,43377,620002002,0000027292,2019-06-13 22:25:45.125,
,43588,620002216,0000027292,2019-06-13 22:25:45.124,
,43705,620002332,0000027292,2019-06-13 22:25:45.123,
,43788,620002417,0000027292,2019-06-13 22:25:45.123,
,43854,620002483,0000027292,2019-06-13 22:25:45.122,
,43948,620002579,0000027292,2019-06-13 22:25:45.121,
,44012,620002643,0000027292,2019-06-13 22:25:45.121,
,42087,620000677,0000550175,2019-06-13 22:25:44.664,
,42153,620000746,0000550175,2019-06-13 22:25:44.664,
,42231,620000825,0000550175,2019-06-13 22:25:44.663,
,42342,620000938,0000550175,2019-06-13 22:25:44.662,
,42443,620001044,0000550175,2019-06-13 22:25:44.662,
,42621,620001226,0000550175,2019-06-13 22:25:44.661,
,42532,620001134,0000550175,2019-06-13 22:25:44.661,
,42701,620001306,0000550175,2019-06-13 22:25:44.66,
,42893,620001502,0000550175,2019-06-13 22:25:44.659,
,42818,620001427,0000550175,2019-06-13 22:25:44.659,
,43030,620001641,0000550175,2019-06-13 22:25:44.658,
,43192,620001806,0000550175,2019-06-13 22:25:44.657,
,43087,620001697,0000550175,2019-06-13 22:25:44.657,
,43238,620001858,0000550175,2019-06-13 22:25:44.656,
,43318,620001939,0000550175,2019-06-13 22:25:44.655,
,43395,620002015,0000550175,2019-06-13 22:25:44.654,
,43506,620002133,0000550175,2019-06-13 22:25:44.653,
,43560,620002188,0000550175,2019-06-13 22:25:44.652,
,43680,620002309,0000550175,2019-06-13 22:25:44.651,
,43799,620002428,0000550175,2019-06-13 22:25:44.647,
,43869,620002499,0000550175,2019-06-13 22:25:44.644,
,43968,620002598,0000550175,2019-06-13 22:25:44.643,
,44156,620002796,0000027292,2019-06-13 22:25:44.627,
,44158,620002795,0000550175,2019-06-13 22:25:44.244,
,42054,620000640,0000644355,2019-06-13 22:25:43.359,
,42168,620000759,0000644355,2019-06-13 22:25:43.351,
,42270,620000863,0000644355,2019-06-13 22:25:43.343,
,42347,620000944,0000644355,2019-06-13 22:25:43.335,
,42459,620001060,0000644355,2019-06-13 22:25:43.331,
,42533,620001136,0000644355,2019-06-13 22:25:43.323,
,42637,620001241,0000644355,2019-06-13 22:25:43.319,
,42728,620001332,0000644355,2019-06-13 22:25:43.311,
,42762,620001372,0000644355,2019-06-13 22:25:43.303,
,42834,620001441,0000644355,2019-06-13 22:25:43.295,
,42897,620001505,0000644355,2019-06-13 22:25:43.288,
,43015,620001626,0000644355,2019-06-13 22:25:43.283,
,43108,620001721,0000644355,2019-06-13 22:25:43.275,
,43193,620001807,0000644355,2019-06-13 22:25:43.269,
,43308,620001928,0000644355,2019-06-13 22:25:43.263,
,43411,620002034,0000644355,2019-06-13 22:25:43.255,
,43464,620002091,0000644355,2019-06-13 22:25:43.247,
,43567,620002195,0000644355,2019-06-13 22:25:43.239,
,43663,620002292,0000644355,2019-06-13 22:25:43.231,
,43764,620002393,0000644355,2019-06-13 22:25:43.223,
,43813,620002442,0000644355,2019-06-13 22:25:43.215,
,43856,620002485,0000644355,2019-06-13 22:25:43.207,
,43957,620002588,0000644355,2019-06-13 22:25:43.199,
,44057,620002690,0000644355,2019-06-13 22:25:43.191,
,44155,620002793,0000644355,2019-06-13 22:25:42.314,
,42176,620000768,0000632628,2019-06-13 22:25:41.599,
,42238,620000831,0000632628,2019-06-13 22:25:41.591,
,42341,620000939,0000632628,2019-06-13 22:25:41.583,
,42442,620001042,0000632628,2019-06-13 22:25:41.575,
,42550,620001153,0000632628,2019-06-13 22:25:41.564,
,42623,620001227,0000632628,2019-06-13 22:25:41.559,
,42737,620001342,0000632628,2019-06-13 22:25:41.551,
,42799,620001407,0000632628,2019-06-13 22:25:41.543,
,42912,620001520,0000632628,2019-06-13 22:25:41.535,
,43014,620001625,0000632628,2019-06-13 22:25:41.527,
,43093,620001706,0000632628,2019-06-13 22:25:41.519,
,43211,620001826,0000632628,2019-06-13 22:25:41.51,
,43277,620001897,0000632628,2019-06-13 22:25:41.504,
,43391,620002014,0000632628,2019-06-13 22:25:41.499,
,43494,620002121,0000632628,2019-06-13 22:25:41.491,
,43592,620002220,0000632628,2019-06-13 22:25:41.479,
,43678,620002307,0000632628,2019-06-13 22:25:41.471,
,43770,620002399,0000632628,2019-06-13 22:25:41.463,
,43886,620002515,0000632628,2019-06-13 22:25:41.455,
,43958,620002589,0000632628,2019-06-13 22:25:41.447,
,44060,620002693,0000632628,2019-06-13 22:25:41.439,
,44154,620002792,0000632628,2019-06-13 22:25:40.097,
,42130,620000722,0000631481,2019-06-13 22:25:37.139,
,42175,620000767,0000631481,2019-06-13 22:25:37.131,
,42228,620000822,0000631481,2019-06-13 22:25:37.123,
,42351,620000949,0000631481,2019-06-13 22:25:37.115,
,42427,620001026,0000631481,2019-06-13 22:25:37.107,
,42527,620001129,0000631481,2019-06-13 22:25:37.099,
,42613,620001217,0000631481,2019-06-13 22:25:37.095,
,42699,620001304,0000631481,2019-06-13 22:25:37.087,
,42819,620001425,0000631481,2019-06-13 22:25:37.079,
,42895,620001506,0000631481,2019-06-13 22:25:37.071,
,43025,620001636,0000631481,2019-06-13 22:25:37.063,
,43106,620001719,0000631481,2019-06-13 22:25:37.055,
,43181,620001795,0000631481,2019-06-13 22:25:37.049,
,43297,620001917,0000631481,2019-06-13 22:25:37.043,
,43386,620002009,0000631481,2019-06-13 22:25:37.035,
,43500,620002127,0000631481,2019-06-13 22:25:37.027,
,43569,620002196,0000631481,2019-06-13 22:25:37.019,
,43693,620002321,0000631481,2019-06-13 22:25:37.016,
,43780,620002409,0000631481,2019-06-13 22:25:37.012,
,43855,620002484,0000631481,2019-06-13 22:25:37.009,
,43950,620002581,0000631481,2019-06-13 22:25:37.005,
,44153,620002789,0000631481,2019-06-13 22:25:35.697,
,42151,620000743,0000550124,2019-06-13 22:25:35.631,
,42227,620000820,0000550124,2019-06-13 22:25:35.623,
,42361,620000959,0000550124,2019-06-13 22:25:35.615,
,42430,620001030,0000550124,2019-06-13 22:25:35.607,
,42528,620001131,0000550124,2019-06-13 22:25:35.599,
,42615,620001220,0000550124,2019-06-13 22:25:35.593,
,42715,620001319,0000550124,2019-06-13 22:25:35.587,
,42839,620001445,0000550124,2019-06-13 22:25:35.579,
,42929,620001536,0000550124,2019-06-13 22:25:35.571,
,43004,620001615,0000550124,2019-06-13 22:25:35.563,
,43048,620001660,0000550124,2019-06-13 22:25:35.556,
,43092,620001704,0000550124,2019-06-13 22:25:35.549,
,43178,620001792,0000550124,2019-06-13 22:25:35.543,
,43278,620001898,0000550124,2019-06-13 22:25:35.535,
,43375,620002000,0000550124,2019-06-13 22:25:35.527,
,43503,620002130,0000550124,2019-06-13 22:25:35.519,
,43579,620002206,0000550124,2019-06-13 22:25:35.511,
,43656,620002285,0000550124,2019-06-13 22:25:35.505,
,43778,620002408,0000550124,2019-06-13 22:25:35.499,
,43897,620002527,0000550124,2019-06-13 22:25:35.493,
,43979,620002611,0000550124,2019-06-13 22:25:35.487,
,44056,620002689,0000550124,2019-06-13 22:25:35.479,
,42132,620000724,0000658348,2019-06-13 22:25:35.407,
,42226,620000819,0000658348,2019-06-13 22:25:35.399,
,42326,620000923,0000658348,2019-06-13 22:25:35.391,
,42422,620001022,0000658348,2019-06-13 22:25:35.383,
,42538,620001142,0000658348,2019-06-13 22:25:35.375,
,42629,620001232,0000658348,2019-06-13 22:25:35.367,
,42743,620001348,0000658348,2019-06-13 22:25:35.359,
,42810,620001417,0000658348,2019-06-13 22:25:35.351,
,42905,620001515,0000658348,2019-06-13 22:25:35.343,
,42999,620001610,0000658348,2019-06-13 22:25:35.334,
,43121,620001734,0000658348,2019-06-13 22:25:35.328,
,43196,620001815,0000658348,2019-06-13 22:25:35.323,
,43283,620001903,0000658348,2019-06-13 22:25:35.315,
,43398,620002021,0000658348,2019-06-13 22:25:35.307,
,43463,620002089,0000658348,2019-06-13 22:25:35.299,
,43566,620002194,0000658348,2019-06-13 22:25:35.291,
,43674,620002304,0000658348,2019-06-13 22:25:35.284,
,43777,620002406,0000658348,2019-06-13 22:25:35.283,
,43853,620002482,0000658348,2019-06-13 22:25:35.281,
,43984,620002616,0000658348,2019-06-13 22:25:35.28,
,44152,620002790,0000658348,2019-06-13 22:25:34.302,
,44151,620002788,0000550124,2019-06-13 22:25:34.143,
,44149,620002784,0000617126,2019-06-13 22:25:29.276,
,42144,620000736,0000015545,2019-06-13 22:25:28.687,
,42265,620000858,0000015545,2019-06-13 22:25:28.679,
,42323,620000920,0000015545,2019-06-13 22:25:28.671,
,42432,620001032,0000015545,2019-06-13 22:25:28.663,
,42554,620001157,0000015545,2019-06-13 22:25:28.655,
,42633,620001237,0000015545,2019-06-13 22:25:28.648,
,42709,620001314,0000015545,2019-06-13 22:25:28.643,
,42809,620001416,0000015545,2019-06-13 22:25:28.635,
,42930,620001539,0000015545,2019-06-13 22:25:28.628,
,42987,620001598,0000015545,2019-06-13 22:25:28.623,
,43091,620001703,0000015545,2019-06-13 22:25:28.617,
,43225,620001839,0000015545,2019-06-13 22:25:28.614,
,43313,620001933,0000015545,2019-06-13 22:25:28.603,
,43378,620002003,0000015545,2019-06-13 22:25:28.596,
,43471,620002098,0000015545,2019-06-13 22:25:28.592,
,43573,620002201,0000015545,2019-06-13 22:25:28.588,
,43688,620002317,0000015545,2019-06-13 22:25:28.585,
,44150,620002787,0000012552,2019-06-13 22:25:28.58,
,43784,620002414,0000015545,2019-06-13 22:25:28.579,
,43857,620002486,0000015545,2019-06-13 22:25:28.571,
,43955,620002586,0000015545,2019-06-13 22:25:28.563,
,42055,620000641,0000642039,2019-06-13 22:25:27.999,
,42064,620000652,0000642039,2019-06-13 22:25:27.991,
,42158,620000755,0000642039,2019-06-13 22:25:27.983,
,42251,620000843,0000642039,2019-06-13 22:25:27.975,
,42325,620000922,0000642039,2019-06-13 22:25:27.967,
,42453,620001054,0000642039,2019-06-13 22:25:27.959,
,42544,620001146,0000642039,2019-06-13 22:25:27.951,
,42628,620001233,0000642039,2019-06-13 22:25:27.943,
,42722,620001327,0000642039,2019-06-13 22:25:27.935,
,42841,620001448,0000642039,2019-06-13 22:25:27.927,
,42934,620001543,0000642039,2019-06-13 22:25:27.919,
,43010,620001621,0000642039,2019-06-13 22:25:27.911,
,43100,620001716,0000642039,2019-06-13 22:25:27.903,
,43185,620001802,0000642039,2019-06-13 22:25:27.895,
,43293,620001913,0000642039,2019-06-13 22:25:27.887,
,43368,620001991,0000642039,2019-06-13 22:25:27.879,
,43477,620002104,0000642039,2019-06-13 22:25:27.871,
,43590,620002218,0000642039,2019-06-13 22:25:27.863,
,43689,620002318,0000642039,2019-06-13 22:25:27.855,
,43769,620002397,0000642039,2019-06-13 22:25:27.847,
,43891,620002521,0000642039,2019-06-13 22:25:27.839,
,43994,620002626,0000642039,2019-06-13 22:25:27.831,
,44052,620002685,0000642039,2019-06-13 22:25:27.823,
,44146,620002783,0000015545,2019-06-13 22:25:27.131,
,44148,620002786,0000642039,2019-06-13 22:25:26.648,
,42056,620000642,0000063555,2019-06-13 22:25:17.175,
,42173,620000763,0000063555,2019-06-13 22:25:17.167,
,42263,620000857,0000063555,2019-06-13 22:25:17.159,
,42344,620000940,0000063555,2019-06-13 22:25:17.155,
,42452,620001053,0000063555,2019-06-13 22:25:17.147,
,42478,620001079,0000063555,2019-06-13 22:25:17.139,
,42520,620001123,0000063555,2019-06-13 22:25:17.135,
,42572,620001175,0000063555,2019-06-13 22:25:17.127,
,42647,620001251,0000063555,2019-06-13 22:25:17.119,
,42742,620001347,0000063555,2019-06-13 22:25:17.111,
,42825,620001432,0000063555,2019-06-13 22:25:17.103,
,42853,620001457,0000063555,2019-06-13 22:25:17.095,
,42926,620001535,0000063555,2019-06-13 22:25:17.087,
,42989,620001600,0000063555,2019-06-13 22:25:17.084,
,43089,620001701,0000063555,2019-06-13 22:25:17.079,
,43220,620001835,0000063555,2019-06-13 22:25:17.071,
,43274,620001894,0000063555,2019-06-13 22:25:17.063,
,43416,620002040,0000063555,2019-06-13 22:25:17.055,
,43474,620002100,0000063555,2019-06-13 22:25:17.047,
,43595,620002223,0000063555,2019-06-13 22:25:17.039,
,43698,620002324,0000063555,2019-06-13 22:25:17.035,
,43779,620002407,0000063555,2019-06-13 22:25:17.027,
,43991,620002623,0000063555,2019-06-13 22:25:17.019,
,44145,620002782,0000063555,2019-06-13 22:25:15.971,
,42161,620000752,0000017627,2019-06-13 22:24:55.799,
,42232,620000824,0000017627,2019-06-13 22:24:55.798,
,42414,620001014,0000017627,2019-06-13 22:24:55.797,
,42321,620000918,0000017627,2019-06-13 22:24:55.797,
,42639,620001242,0000017627,2019-06-13 22:24:55.796,
,42552,620001155,0000017627,2019-06-13 22:24:55.796,
,42747,620001352,0000017627,2019-06-13 22:24:55.795,
,42933,620001542,0000017627,2019-06-13 22:24:55.794,
,42835,620001442,0000017627,2019-06-13 22:24:55.794,
,42991,620001602,0000017627,2019-06-13 22:24:55.793,
,43081,620001693,0000017627,2019-06-13 22:24:55.793,
,43186,620001801,0000017627,2019-06-13 22:24:55.792,
,43284,620001904,0000017627,2019-06-13 22:24:55.791,
,43405,620002028,0000017627,2019-06-13 22:24:55.79,
,43478,620002103,0000017627,2019-06-13 22:24:55.79,
,43572,620002200,0000017627,2019-06-13 22:24:55.789,
,43665,620002294,0000017627,2019-06-13 22:24:55.788,
,43759,620002388,0000017627,2019-06-13 22:24:55.787,
,43890,620002519,0000017627,2019-06-13 22:24:55.785,
,43919,620002546,0000017627,2019-06-13 22:24:55.784,
,43974,620002606,0000017627,2019-06-13 22:24:55.783,
,44144,620002781,0000017627,2019-06-13 22:24:55.417,
,42240,620000832,0000657361,2019-06-13 22:24:54.138,
,42133,620000725,0000657361,2019-06-13 22:24:54.138,
,42333,620000930,0000657361,2019-06-13 22:24:54.137,
,42429,620001029,0000657361,2019-06-13 22:24:54.136,
,42543,620001147,0000657361,2019-06-13 22:24:54.135,
,42603,620001207,0000657361,2019-06-13 22:24:54.127,
,42726,620001331,0000657361,2019-06-13 22:24:54.119,
,42803,620001410,0000657361,2019-06-13 22:24:54.111,
,42894,620001503,0000657361,2019-06-13 22:24:54.103,
,43007,620001618,0000657361,2019-06-13 22:24:54.095,
,43110,620001723,0000657361,2019-06-13 22:24:54.087,
,43180,620001794,0000657361,2019-06-13 22:24:54.079,
,43304,620001924,0000657361,2019-06-13 22:24:54.071,
,43408,620002030,0000657361,2019-06-13 22:24:54.063,
,43480,620002109,0000657361,2019-06-13 22:24:54.054,
,43593,620002221,0000657361,2019-06-13 22:24:54.047,
,43691,620002320,0000657361,2019-06-13 22:24:54.039,
,43772,620002401,0000657361,2019-06-13 22:24:54.031,
,43866,620002495,0000657361,2019-06-13 22:24:54.023,
,43996,620002628,0000657361,2019-06-13 22:24:54.015,
,44143,620002780,0000003868,2019-06-13 22:24:53.413,
,44142,620002779,0000657361,2019-06-13 22:24:53.006,
,42267,620000860,0000016970,2019-06-13 22:24:45.692,
,42358,620000956,0000016970,2019-06-13 22:24:45.691,
,42371,620000969,0000016970,2019-06-13 22:24:45.69,
,42444,620001043,0000016970,2019-06-13 22:24:45.69,
,42536,620001140,0000016970,2019-06-13 22:24:45.689,
,42646,620001250,0000016970,2019-06-13 22:24:45.688,
,42725,620001330,0000016970,2019-06-13 22:24:45.688,
,42830,620001437,0000016970,2019-06-13 22:24:45.687,
,42919,620001528,0000016970,2019-06-13 22:24:45.686,
,43020,620001631,0000016970,2019-06-13 22:24:45.686,
,43095,620001707,0000016970,2019-06-13 22:24:45.685,
,43189,620001798,0000016970,2019-06-13 22:24:45.684,
,43389,620002012,0000016970,2019-06-13 22:24:45.683,
,43275,620001895,0000016970,2019-06-13 22:24:45.683,
,43497,620002124,0000016970,2019-06-13 22:24:45.682,
,43584,620002212,0000016970,2019-06-13 22:24:45.681,
,43681,620002310,0000016970,2019-06-13 22:24:45.68,
,43618,620002244,0000016970,2019-06-13 22:24:45.68,
,43765,620002394,0000016970,2019-06-13 22:24:45.679,
,43893,620002524,0000016970,2019-06-13 22:24:45.678,
,43976,620002609,0000016970,2019-06-13 22:24:45.677,
,44141,620002778,0000016970,2019-06-13 22:24:45.239,
,42170,620000761,0000528551,2019-06-13 22:24:15.055,
,42234,620000827,0000528551,2019-06-13 22:24:15.054,
,42274,620000870,0000528551,2019-06-13 22:24:15.054,
,42348,620000945,0000528551,2019-06-13 22:24:15.053,
,42420,620001020,0000528551,2019-06-13 22:24:15.052,
,42510,620001113,0000528551,2019-06-13 22:24:15.052,
,42635,620001238,0000528551,2019-06-13 22:24:15.051,
,42719,620001325,0000528551,2019-06-13 22:24:15.05,
,42836,620001443,0000528551,2019-06-13 22:24:15.05,
,42921,620001530,0000528551,2019-06-13 22:24:15.049,
,43009,620001619,0000528551,2019-06-13 22:24:15.049,
,43122,620001735,0000528551,2019-06-13 22:24:15.048,
,43221,620001836,0000528551,2019-06-13 22:24:15.047,
,43305,620001925,0000528551,2019-06-13 22:24:15.046,
,43396,620002019,0000528551,2019-06-13 22:24:15.046,
,43504,620002131,0000528551,2019-06-13 22:24:15.045,
,43523,620002150,0000528551,2019-06-13 22:24:15.044,
,43605,620002233,0000528551,2019-06-13 22:24:15.042,
,43660,620002289,0000528551,2019-06-13 22:24:15.04,
,43790,620002419,0000528551,2019-06-13 22:24:15.038,
,43898,620002530,0000528551,2019-06-13 22:24:15.036,
,43956,620002587,0000528551,2019-06-13 22:24:15.028,
,44139,620002776,0000528551,2019-06-13 22:24:14.543,
,42141,620000735,0000221584,2019-06-13 22:24:10.583,
,42247,620000840,0000221584,2019-06-13 22:24:10.575,
,42364,620000962,0000221584,2019-06-13 22:24:10.567,
,42436,620001036,0000221584,2019-06-13 22:24:10.559,
,42512,620001114,0000221584,2019-06-13 22:24:10.553,
,42625,620001228,0000221584,2019-06-13 22:24:10.547,
,42720,620001324,0000221584,2019-06-13 22:24:10.539,
,42815,620001423,0000221584,2019-06-13 22:24:10.531,
,42904,620001513,0000221584,2019-06-13 22:24:10.523,
,43022,620001634,0000221584,2019-06-13 22:24:10.516,
,43126,620001739,0000221584,2019-06-13 22:24:10.511,
,43218,620001833,0000221584,2019-06-13 22:24:10.505,
,43273,620001893,0000221584,2019-06-13 22:24:10.499,
,43412,620002035,0000221584,2019-06-13 22:24:10.491,
,43468,620002094,0000221584,2019-06-13 22:24:10.483,
,43570,620002198,0000221584,2019-06-13 22:24:10.479,
,43667,620002296,0000221584,2019-06-13 22:24:10.471,
,43720,620002352,0000221584,2019-06-13 22:24:10.463,
,43781,620002410,0000221584,2019-06-13 22:24:10.455,
,43877,620002506,0000221584,2019-06-13 22:24:10.447,
,43988,620002620,0000221584,2019-06-13 22:24:10.439,
,44138,620002775,0000221584,2019-06-13 22:24:09.029,
,42152,620000744,0000628055,2019-06-13 22:24:00.271,
,42269,620000862,0000628055,2019-06-13 22:24:00.263,
,42332,620000929,0000628055,2019-06-13 22:24:00.255,
,42448,620001048,0000628055,2019-06-13 22:24:00.251,
,42534,620001138,0000628055,2019-06-13 22:24:00.243,
,42614,620001219,0000628055,2019-06-13 22:24:00.235,
,42707,620001312,0000628055,2019-06-13 22:24:00.227,
,42822,620001428,0000628055,2019-06-13 22:24:00.219,
,42913,620001521,0000628055,2019-06-13 22:24:00.211,
,42993,620001604,0000628055,2019-06-13 22:24:00.203,
,43115,620001726,0000628055,2019-06-13 22:24:00.196,
,43138,620001754,0000628055,2019-06-13 22:24:00.191,
,43206,620001821,0000628055,2019-06-13 22:24:00.183,
,43276,620001896,0000628055,2019-06-13 22:24:00.175,
,43327,620001946,0000628055,2019-06-13 22:24:00.167,
,43387,620002011,0000628055,2019-06-13 22:24:00.159,
,43473,620002101,0000628055,2019-06-13 22:24:00.151,
,43596,620002224,0000628055,2019-06-13 22:24:00.143,
,43658,620002287,0000628055,2019-06-13 22:24:00.135,
,43803,620002432,0000628055,2019-06-13 22:24:00.127,
,43873,620002501,0000628055,2019-06-13 22:24:00.119,
,43951,620002582,0000628055,2019-06-13 22:24:00.112,
,44137,620002774,0000628055,2019-06-13 22:23:58.737,
,42138,620000730,0000016423,2019-06-13 22:23:36.539,
,42237,620000828,0000016423,2019-06-13 22:23:36.531,
,42363,620000961,0000016423,2019-06-13 22:23:36.523,
,42425,620001025,0000016423,2019-06-13 22:23:36.515,
,42471,620001073,0000016423,2019-06-13 22:23:36.507,
,42541,620001143,0000016423,2019-06-13 22:23:36.499,
,42622,620001225,0000016423,2019-06-13 22:23:36.491,
,42711,620001316,0000016423,2019-06-13 22:23:36.483,
,42812,620001420,0000016423,2019-06-13 22:23:36.475,
,42920,620001529,0000016423,2019-06-13 22:23:36.467,
,43005,620001617,0000016423,2019-06-13 22:23:36.459,
,43049,620001664,0000016423,2019-06-13 22:23:36.451,
,43123,620001736,0000016423,2019-06-13 22:23:36.443,
,43188,620001803,0000016423,2019-06-13 22:23:36.435,
,43289,620001908,0000016423,2019-06-13 22:23:36.427,
